Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,223,123,100,55.2%,304-271,52.9%,2792-2688,50.9%,42-42,50.0%,205,73.2%,28.8%,6.6%,6.2%,55.5%,70.9%,48.1%,60.8%,40.4%,50.4%,1.03
Clay,160,76,84,47.5%,198-209,48.6%,1873-1885,49.8%,16-16,50.0%,141,67.4%,30.9%,4.9%,6.3%,55.0%,67.4%,45.9%,57.7%,41.8%,49.8%,0.99
Grass,62,37,25,59.7%,100-70,58.8%,898-784,53.4%,19-17,52.8%,60,77.5%,29.9%,6.6%,5.6%,56.5%,72.5%,49.6%,62.5%,41.9%,51.9%,1.12
Carpet,93,57,36,61.3%,133-95,58.3%,1182-1055,52.8%,21-20,51.2%,78,78.1%,27.0%,8.6%,6.4%,56.0%,74.1%,48.5%,62.8%,40.1%,51.4%,1.08
Grand Slams,82,41,41,50.0%,150-145,50.8%,1431-1359,51.3%,17-25,40.5%,80,74.5%,28.5%,6.2%,5.7%,56.4%,71.8%,45.5%,60.4%,40.9%,50.6%,1.03
Masters,73,31,42,42.5%,77-94,45.0%,796-858,48.1%,12-8,60.0%,71,69.7%,26.1%,6.1%,6.6%,55.4%,67.9%,47.6%,58.8%,39.2%,49.2%,0.95
Other Tours,346,198,148,57.2%,431-353,55.0%,3881-3624,51.7%,61-59,50.8%,330,73.3%,30.3%,6.7%,6.2%,55.3%,70.9%,48.7%,61.0%,41.4%,51.0%,1.06
Best of 5,116,62,54,53.4%,223-198,53.0%,2045-1918,51.6%,26-29,47.3%,82,74.5%,28.0%,6.3%,5.7%,56.4%,72.0%,45.5%,60.4%,40.7%,50.5%,1.03
Best of 3,422,231,191,54.7%,512-447,53.4%,4700-4494,51.1%,72-66,52.2%,402,72.5%,29.6%,6.5%,6.3%,55.3%,70.2%,48.5%,60.5%,41.0%,50.6%,1.04
Finals,13,7,6,53.8%,15-16,48.4%,151-164,47.9%,5-1,83.3%,13,74.0%,21.2%,6.8%,6.0%,56.2%,71.6%,47.5%,61.1%,36.5%,48.9%,0.94
Semi-finals,27,12,15,44.4%,29-34,46.0%,285-311,47.8%,5-6,45.5%,26,70.7%,25.3%,5.8%,5.9%,56.2%,70.6%,46.5%,60.1%,39.7%,49.6%,0.99
Quarter-finals,55,27,28,49.1%,66-69,48.9%,651-654,49.9%,6-10,37.5%,54,71.9%,28.2%,6.7%,5.7%,57.8%,69.9%,47.2%,60.3%,40.0%,49.9%,1.01
vs Righties,450,242,208,53.8%,623-546,53.3%,5703-5401,51.4%,82-79,50.9%,409,72.9%,29.6%,6.5%,6.1%,55.2%,70.8%,47.5%,60.4%,41.1%,50.7%,1.04
vs Lefties,87,50,37,57.5%,110-99,52.6%,1030-1010,50.5%,16-16,50.0%,74,73.2%,26.4%,6.1%,6.3%,57.4%,69.6%,49.6%,61.1%,39.8%,50.2%,1.02
vs Top 10,70,28,42,40.0%,83-111,42.8%,900-994,47.5%,14-16,46.7%,59,71.4%,24.0%,6.6%,5.6%,57.8%,69.5%,46.2%,59.7%,38.4%,49.0%,0.95
