Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,25,15,10,60.0%,13,4,9,30.8%,1995,2004,SF,24,1.08,5.0%,5.4%,59.0%,71.8%,44.8%,60.8%,42.5%,55.2%,47.2%
Roland Garros,11,Clay,17,6,11,35.3%,7,6,1,85.7%,1993,2004,R32,17,0.91,4.9%,6.2%,55.4%,69.5%,41.7%,57.1%,38.9%,59.5%,37.1%
Wimbledon,10,Grass,21,11,10,52.4%,12,4,8,33.3%,1994,2005,R16,20,1.15,8.0%,5.4%,55.9%,74.3%,49.5%,63.4%,42.2%,57.4%,39.0%
US Open,10,Hard,19,9,10,47.4%,10,3,7,30.0%,1994,2005,QF,19,0.98,6.8%,6.0%,54.6%,71.4%,45.7%,59.8%,39.5%,60.7%,38.7%
Olympics,3,,5,2,3,40.0%,1,0,1,0.0%,1996,2004,R32,0,,,,,,,,,,
Davis Cup,11,,34,23,11,67.6%,9,6,3,66.7%,1995,2005,,0,,,,,,,,,,
Miami Masters,8,Hard,13,5,8,38.5%,2,1,1,50.0%,1996,2004,R16,13,0.88,4.7%,7.9%,56.8%,66.1%,46.5%,57.6%,37.4%,51.0%,46.1%
Vienna,6,Hard,15,9,6,60.0%,5,3,2,60.0%,1994,2004,F,15,1.02,8.6%,7.2%,55.5%,72.1%,47.0%,61.0%,39.6%,65.8%,36.4%
Queen's Club,6,Grass,14,8,6,57.1%,8,5,3,62.5%,1998,2004,QF,14,1.07,6.4%,5.7%,54.8%,72.0%,46.9%,60.7%,42.0%,57.4%,49.0%
Marseille,6,Hard,13,7,6,53.8%,4,2,2,50.0%,1995,2004,SF,13,1.03,9.8%,4.1%,60.1%,70.8%,47.5%,61.5%,39.6%,58.7%,45.2%
Rome Masters,6,Clay,11,5,6,45.5%,3,2,1,66.7%,1995,2003,QF,11,1.01,5.4%,5.3%,56.0%,67.5%,50.0%,59.8%,40.4%,58.6%,34.6%
Hamburg Masters,6,Clay,10,4,6,40.0%,0,0,0,-,1995,2003,SF,10,1.01,4.8%,4.9%,59.3%,66.4%,48.2%,59.0%,41.3%,64.6%,40.8%
