Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1998 Tour Finals RR,L vs Sampras,0% (0/8),- (0/0),0/3,71% (5/7),20% (1/5),0/0,0/0,0/1,0/0,0/0
1998 Vienna F,L vs Sampras,27% (4/15),25% (1/4),0/4,31% (4/13),0% (0/4),1/1,0/0,1/1,0/0,0/0
1998 Australian Open SF,L vs Korda,38% (6/16),67% (4/6),0/6,50% (8/16),13% (1/8),2/4,1/1,1/2,0/0,0/1
1998 (3 matches),,25.6%,50.0%,0.0%,47.2%,11.8%,60.0%,100.0%,50.0%,-,0.0%
Career (3 matches),,25.6%,50.0%,0.0%,47.2%,11.8%,60.0%,100.0%,50.0%,-,0.0%
