Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,25,9,16,36.0%,19-33,36.5%,224-274,45.0%,3-2,60.0%,1,45.5%,36.4%,0.0%,12.7%,50.9%,64.3%,40.7%,52.7%,44.3%,48.0%,0.94,QF (W60 Sunderland)
2022,49,25,24,51.0%,53-53,50.0%,468-479,49.4%,4-2,66.7%,0,,,,,,,,,,,,F (2x)
2021,35,17,18,48.6%,37-39,48.7%,339-349,49.3%,6-0,100.0%,0,,,,,,,,,,,,W (W15 Lousada)
2020,14,7,7,50.0%,16-15,51.6%,150-125,54.5%,1-2,33.3%,0,,,,,,,,,,,,SF (W15 Stuttgart-Stammheim)
2019,49,25,24,51.0%,58-55,51.3%,515-483,51.6%,3-4,42.9%,0,,,,,,,,,,,,F (W15 Monastir)
2018,48,31,17,64.6%,66-41,61.7%,543-456,54.4%,5-6,45.5%,0,,,,,,,,,,,,W (4x)
2017,37,19,18,51.4%,39-40,49.4%,363-359,50.3%,2-5,28.6%,0,,,,,,,,,,,,SF (Hammamet $15K)
2016,59,45,14,76.3%,93-27,77.5%,663-388,63.1%,4-5,44.4%,0,,,,,,,,,,,,W (4x)
2015,17,3,14,17.6%,9-29,23.7%,111-215,34.0%,2-0,100.0%,0,,,,,,,,,,,,QF (El Kantaoui $10K)
2014,18,5,13,27.8%,12-26,31.6%,141-195,42.0%,0-0,-,0,,,,,,,,,,,,QF (Glasgow 10K)
2013,42,23,19,54.8%,52-47,52.5%,457-459,49.9%,6-2,75.0%,0,,,,,,,,,,,,W (Linkoping 10K)
2012,48,29,19,60.4%,61-45,57.5%,524-477,52.3%,9-5,64.3%,0,,,,,,,,,,,,F (2x)
2011,16,4,12,25.0%,8-25,24.2%,131-180,42.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Antalya 10K)
2010,11,5,6,45.5%,13-14,48.1%,123-123,50.0%,1-2,33.3%,0,,,,,,,,,,,,QF (Imola 10K)
Career,468,247,221,52.8%,536-489,52.3%,4752-4562,51.0%,47-36,56.6%,1,45.5%,36.4%,0.0%,12.7%,50.9%,64.3%,40.7%,52.7%,44.3%,48.0%,0.94,
