Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14-Mar-2005,Sunrise CH,Hard,F,99,42,(3) Karol Beck [SVK] d. Sanguinetti,6-2 6-2,,,,,,,,
10-Nov-2003,Helsinki2 CH,Hard,F,71,62,(3) Sanguinetti d. (2) Robin Soderling [SWE],6-4 7-6(4),,,,,,,,
10-Feb-2003,San Jose,Hard,F,69,2,(1) Andre Agassi [USA] d. (6) Sanguinetti,6-3 6-1,0.64,10.6%,4.3%,55.3%,46.2%,47.6%,2/7,1:02
04-Mar-2002,Delray Beach,Hard,F,60,13,(5) Sanguinetti d. (1) Andy Roddick [USA],6-4 4-6 6-4,1.10,9.9%,0.0%,52.7%,72.9%,67.4%,5/6,1:52
04-Feb-2002,Wroclaw CH,Hard,F,57,86,(7) Sanguinetti d. (6) Antony Dupuis [FRA],6-3 6-2,,,,,,,,
28-Jan-2002,Milan,Carpet,F,87,13,Sanguinetti d. (2) Roger Federer [SUI],7-6(2) 4-6 6-1,1.06,7.2%,2.7%,70.3%,67.9%,48.5%,10/13,2:05
19-Feb-2001,Memphis,Hard,F,69,18,(2) Mark Philippoussis [AUS] d. (9) Sanguinetti,6-3 6-7(5) 6-3,0.59,6.3%,4.2%,67.7%,72.3%,38.7%,7/10,2:02
02-Oct-2000,Bratislava CH,Hard,F,85,60,(6) Sanguinetti d. (1) Rainer Schuettler [GER],7-5 6-1,,,,,,,,
11-Sep-2000,Tashkent,Hard,F,101,2,(2) Marat Safin [RUS] d. Sanguinetti,6-3 6-4,0.51,7.9%,11.1%,46.0%,75.9%,41.2%,3/6,1:02
04-May-1998,Coral Springs,Clay,F,83,169,(Q) Andrew Ilie [AUS] d. (8) Sanguinetti,7-5 6-4,0.84,8.3%,1.4%,54.2%,71.8%,36.4%,2/6,1:28
