Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2013,,,,,,,,,,,1244,15,,
2009,1095,5,,,,,,,,,1138,13,,
2008,1572,1,,,,,,,,,,,,
2007,270,141,215,1520,156,1524,189,1488,150,1489,524,78,,
2006,107,409,95,1674,80,1650,102,1625,78,1577,164,351,118,1440
2005,44,773,75,1753,60,1710,72,1687,63,1636,168,312,106,1498
2004,110,399,128,1647,102,1623,127,1589,103,1557,258,176,,
2003,65,542,78,1734,62,1723,94,1633,71,1610,78,687,94,1518
2002,46,773,100,1704,63,1718,116,1618,82,1600,262,158,,
2001,91,451,161,1618,143,1577,131,1589,91,1589,711,37,,
2000,65,609,89,1727,67,1716,100,1658,57,1655,544,59,,
1999,120,388,122,1680,117,1615,111,1653,91,1594,164,380,,
1998,48,853,65,1796,91,1669,61,1758,43,1689,194,338,,
1997,95,519,118,1694,161,1561,94,1687,,,162,402,,
1996,284,127,,,,,,,,,299,177,,
1995,290,,273,1419,237,1429,254,1393,,,351,124,,
1994,177,,191,1587,170,1569,209,1525,,,790,23,,
1993,250,,,,,,,,,,624,37,,
1992,544,,,,,,,,,,880,8,,
1991,1131,1,,,,,,,,,,,,
1990,941,,,,,,,,,,,,,
