Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2002 Delray Beach F,W vs Roddick,54.5%,47.9%,0.0%,0/0,2.48,6.6%,51.1%,30.4%,0.0%,2.62,11.5%,83.3%,64.0%,0.0%,2.37,2.9%
2002 Milan F,W vs Federer,64.0%,52.1%,0.9%,0/1,1.90,51.7%,63.1%,48.8%,1.5%,1.90,65.0%,82.1%,56.3%,0.0%,1.90,25.0%
2001 Rome R64,L vs Rios,74.0%,57.7%,3.1%,2/1,2.37,6.6%,72.0%,55.6%,0.0%,2.48,16.7%,79.5%,60.0%,6.8%,2.30,0.0%
Career (3 matches),,64.4%,53.1%,1.3%,50.0%,2.25,21.4%,62.5%,47.0%,0.6%,2.26,36.7%,81.4%,59.8%,2.7%,2.24,6.5%
