Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,6,3,3,50.0%,1998,2006,R64,12,0.90,5.0%,2.4%,57.8%,65.3%,53.0%,60.1%,36.1%,54.5%,40.0%
Roland Garros,9,Clay,14,5,9,35.7%,7,5,2,71.4%,1998,2006,R32,13,0.88,5.0%,3.0%,53.6%,66.3%,46.1%,56.9%,38.0%,61.3%,38.8%
Wimbledon,10,Grass,20,9,11,45.0%,10,3,7,30.0%,1998,2007,QF,17,1.00,8.2%,4.1%,57.2%,75.7%,45.6%,62.8%,37.0%,55.3%,42.6%
US Open,9,Hard,16,7,9,43.8%,11,6,5,54.5%,1997,2006,R16,16,0.96,7.1%,3.0%,56.4%,71.9%,47.7%,61.3%,37.1%,58.1%,45.2%
Davis Cup,5,,21,11,10,52.4%,8,6,2,75.0%,1998,2003,,0,,,,,,,,,,
Rome Masters,10,Clay,15,5,10,33.3%,4,3,1,75.0%,1997,2006,R16,15,0.90,5.6%,2.2%,55.3%,71.1%,45.1%,59.5%,36.4%,57.3%,37.0%
Miami Masters,7,Hard,12,5,7,41.7%,4,2,2,50.0%,1999,2006,R32,12,0.98,5.0%,3.6%,51.8%,67.2%,49.1%,58.5%,40.6%,50.6%,42.7%
Indian Wells Masters,7,Hard,9,2,7,22.2%,3,1,2,33.3%,1995,2006,R64,9,0.83,4.5%,2.6%,53.8%,69.0%,47.7%,59.2%,33.9%,41.8%,36.2%
Memphis,6,Hard,13,7,6,53.8%,7,4,3,57.1%,1998,2005,F,12,1.07,10.1%,1.8%,58.7%,76.4%,51.5%,66.1%,36.4%,72.7%,40.8%
Queen's Club,6,Grass,13,7,6,53.8%,9,6,3,66.7%,2000,2007,SF,13,0.98,7.1%,3.1%,59.3%,73.5%,49.3%,63.7%,35.8%,58.9%,34.1%
Monte Carlo Masters,6,Clay,7,1,6,14.3%,5,2,3,40.0%,1997,2006,R32,7,0.83,4.5%,4.2%,50.8%,64.2%,48.2%,56.3%,36.3%,54.2%,28.8%
