Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,181,79,102,43.6%,210-250,45.7%,2189-2313,48.6%,38-46,45.2%,174,75.2%,22.3%,7.2%,2.8%,57.0%,70.4%,48.7%,61.1%,37.3%,49.3%,0.96
Clay,144,53,91,36.8%,156-221,41.4%,1701-1928,46.9%,23-25,47.9%,131,68.0%,25.2%,5.5%,3.0%,54.2%,67.5%,46.1%,57.7%,39.2%,48.4%,0.93
Grass,47,20,27,42.6%,60-74,44.8%,657-678,49.2%,11-16,40.7%,46,78.0%,21.0%,7.6%,4.3%,57.4%,74.1%,47.0%,62.5%,36.4%,49.6%,0.97
Carpet,41,17,24,41.5%,41-59,41.0%,462-524,46.9%,9-11,45.0%,37,75.4%,17.4%,7.8%,3.0%,57.7%,71.6%,48.7%,61.9%,35.0%,48.3%,0.92
Grand Slams,58,22,36,37.9%,91-123,42.5%,974-1078,47.5%,17-15,53.1%,58,72.6%,22.4%,6.5%,3.2%,56.2%,70.5%,47.7%,60.5%,37.1%,49.0%,0.94
Masters,60,17,43,28.3%,54-89,37.8%,627-742,45.8%,9-15,37.5%,60,69.9%,21.9%,5.9%,2.8%,54.5%,68.0%,48.0%,58.9%,37.1%,48.0%,0.90
Other Tours,274,119,155,43.4%,285-357,44.4%,3070-3288,48.3%,49-66,42.6%,270,74.1%,22.9%,7.0%,3.1%,56.5%,70.4%,47.4%,60.4%,37.9%,49.2%,0.96
Best of 5,74,29,45,39.2%,119-154,43.6%,1245-1362,47.8%,22-17,56.4%,58,72.6%,22.4%,6.5%,3.2%,56.2%,70.5%,47.7%,60.5%,37.1%,49.0%,0.94
Best of 3,339,140,199,41.3%,348-450,43.6%,3764-4081,48.0%,59-81,42.1%,330,73.4%,22.7%,6.8%,3.0%,56.2%,70.0%,47.5%,60.2%,37.7%,49.0%,0.95
Finals,6,2,4,33.3%,5-10,33.3%,66-82,44.6%,2-0,100.0%,6,74.0%,13.7%,8.1%,3.5%,59.4%,69.1%,47.7%,60.4%,32.1%,46.8%,0.81
Semi-finals,13,6,7,46.2%,15-16,48.4%,156-163,48.9%,5-4,55.6%,13,76.8%,20.6%,8.5%,2.4%,57.7%,69.9%,49.8%,61.4%,37.1%,49.3%,0.96
Quarter-finals,27,13,14,48.1%,30-34,46.9%,315-322,49.5%,6-6,50.0%,27,78.4%,21.0%,8.4%,2.2%,57.1%,71.6%,48.6%,61.7%,36.5%,49.2%,0.95
vs Righties,359,150,209,41.8%,410-519,44.1%,4334-4691,48.0%,73-77,48.7%,337,73.2%,22.7%,6.8%,3.1%,56.0%,70.1%,47.8%,60.3%,37.7%,49.0%,0.95
vs Lefties,52,17,35,32.7%,53-85,38.4%,651-748,46.5%,8-21,27.6%,50,72.8%,21.7%,6.8%,2.8%,57.5%,70.2%,46.0%,59.9%,36.8%,48.4%,0.92
vs Top 10,32,4,28,12.5%,20-58,25.6%,295-432,40.6%,3-2,60.0%,32,62.9%,18.7%,6.2%,3.6%,54.5%,65.7%,44.6%,56.1%,35.6%,45.9%,0.81
