Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Khimki R32,L vs Lansere,0.98,0.86,69.2,20.3,0.0%,58.1%,1.7%,49.2%,43.1%,38.3%
2019 W60 Shrewsbury R32,L vs Georges,0.90,0.68,44.8,2.2,6.7%,56.7%,3.7%,55.6%,24.2%,41.9%
2019 W25 Jodhpur R32,W vs Hontama,1.02,1.17,84.7,4.0,1.9%,61.5%,6.0%,56.0%,44.0%,50.0%
2017 Sharm El Sheikh $15K R16,L vs Talbi,0.93,0.83,57.7,2.8,2.0%,49.0%,0.0%,57.8%,39.6%,44.2%
2017 Sharm El Sheikh $15K R32,W vs Shevchenko,0.98,1.12,63.7,5.4,4.7%,62.8%,0.0%,44.4%,61.4%,42.9%
2017 Sharm El Sheikh $15K R32,L vs Bonic,0.92,0.61,38.5,2.2,3.8%,42.3%,0.0%,54.2%,26.5%,43.3%
2017 Shrewsbury $25K R16,L vs Silva,0.90,0.75,58.4,2.2,0.0%,41.9%,3.8%,53.8%,45.2%,42.5%
2017 Shrewsbury $25K R32,W vs Dart,1.12,1.30,56.6,2.4,2.6%,48.7%,2.9%,68.6%,46.3%,51.4%
2017 Sunderland $15K F,L vs Lumsden,0.97,0.57,46.0,2.0,7.4%,40.7%,0.0%,52.0%,25.0%,40.0%
2017 Sunderland $15K SF,W vs Barnett,0.89,1.50,58.6,2.0,7.4%,70.4%,0.0%,70.8%,48.8%,50.0%
2017 Sunderland $15K QF,W vs Remondina,0.95,1.35,47.0,5.6,5.3%,65.8%,6.1%,57.6%,66.7%,39.5%
2017 Sunderland $15K R16,W vs Hurst,1.15,1.99,40.6,2.5,0.0%,69.2%,8.7%,78.3%,37.0%,56.0%
2017 Sunderland $15K R32,W vs Stadler,1.15,1.19,65.4,2.8,5.3%,54.4%,3.8%,69.8%,43.2%,35.0%
2017 Wirral $15K QF,L vs Silva,0.96,0.82,68.3,7.6,18.6%,60.5%,2.5%,47.5%,37.2%,41.5%
2017 Wirral $15K R16,W vs Cazeaux,1.20,1.90,39.1,2.0,3.7%,70.4%,10.0%,70.0%,33.3%,61.5%
2017 Wirral $15K R32,W vs Mould,1.06,1.62,46.0,2.1,3.6%,57.1%,7.4%,66.7%,40.9%,76.2%
2017 Ilkley $100K R32,L vs Petkovic,0.78,0.49,31.5,2.1,8.3%,54.2%,13.6%,54.5%,40.0%,15.4%
2017 Incheon $25K R32,L vs Lee,0.95,0.82,63.8,3.6,2.2%,56.5%,0.0%,46.7%,48.8%,34.2%
2017 Changwon $25K R16,W vs Hong,1.23,2.04,30.8,2.0,0.0%,78.3%,15.0%,50.0%,62.1%,53.6%
2017 Changwon $25K R32,W vs Ahn,1.10,1.41,50.9,2.3,3.1%,59.4%,0.0%,65.5%,41.2%,56.7%
2019 (3 matches),,0.98,0.91,69.5,4.0,2.1%,59.0%,3.7%,52.9%,38.8%,43.5%
2017 (23 matches),,1.01,1.11,52.1,2.5,4.7%,56.8%,3.4%,60.2%,44.3%,46.8%
2016 (20 matches),,0.99,0.98,61.4,2.7,4.0%,56.5%,3.2%,53.5%,44.1%,45.3%
2015 (21 matches),,1.00,1.20,59.3,2.8,4.1%,60.5%,2.0%,59.3%,47.2%,49.0%
2014 (2 matches),,1.12,1.09,48.5,2.6,1.4%,54.1%,1.4%,51.4%,46.7%,44.9%
Career (74 matches),,1.00,1.08,57.6,2.7,4.1%,57.8%,2.8%,57.2%,44.8%,46.7%
