Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,242,109,133,45.0%,267-292,47.8%,2579-2574,50.0%,19-37,33.9%,3,65.6%,9.7%,10.0%,6.8%,59.7%,65.9%,43.8%,57.0%,31.4%,45.2%,0.73
Clay,7,1,6,14.3%,2-13,13.3%,32-86,27.1%,0-0,-,4,34.3%,25.0%,2.8%,6.7%,60.2%,52.3%,28.7%,42.9%,34.4%,39.3%,0.60
Grass,5,1,4,20.0%,3-7,30.0%,44-54,44.9%,0-0,-,0,,,,,,,,,,,
Carpet,5,1,4,20.0%,4-7,36.4%,45-57,44.1%,0-1,0.0%,0,,,,,,,,,,,
Finals,5,0,5,0.0%,1-10,9.1%,47-68,40.9%,0-3,0.0%,0,,,,,,,,,,,
Semi-finals,9,5,4,55.6%,13-9,59.1%,112-94,54.4%,1-2,33.3%,0,,,,,,,,,,,
Quarter-finals,29,9,20,31.0%,27-41,39.7%,298-334,47.2%,2-3,40.0%,0,,,,,,,,,,,
vs Righties,173,59,114,34.1%,156-240,39.4%,1708-1971,46.4%,10-27,27.0%,6,53.3%,18.3%,6.6%,4.9%,60.2%,59.5%,37.6%,50.8%,32.9%,42.9%,0.67
vs Lefties,23,11,12,47.8%,29-29,50.0%,269-270,49.9%,4-3,57.1%,0,,,,,,,,,,,
