Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,81.8%,0.0%,4.1%,2.7%,68.9%,64.7%,52.2%,60.8%,28.8%,45.7%,0.73,R32 (Rennes)
2020,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,4.1%,46.9%,47.8%,42.3%,44.9%,31.8%,38.7%,0.58,R64 (Koblenz )
2019,11,4,7,36.4%,10-15,40.0%,110-122,47.4%,2-2,50.0%,11,74.3%,20.9%,3.5%,4.6%,62.8%,65.6%,54.3%,61.4%,36.1%,48.6%,0.94,R16 (Rennes)
2018,9,1,8,11.1%,7-17,29.2%,106-139,43.3%,2-2,50.0%,9,73.1%,13.9%,3.9%,3.5%,66.4%,64.6%,54.2%,61.1%,32.7%,46.9%,0.84,R16 (Traralgon)
2017,15,4,11,26.7%,14-23,37.8%,159-191,45.4%,3-1,75.0%,15,66.9%,24.3%,4.3%,4.8%,64.4%,66.7%,45.1%,59.0%,38.7%,48.4%,0.94,QF (Bangkok )
2016,27,9,18,33.3%,23-40,36.5%,272-319,46.0%,3-4,42.9%,27,68.4%,24.2%,4.7%,5.0%,62.6%,66.8%,46.1%,59.1%,37.9%,48.1%,0.93,R16 (9x)
2015,32,14,18,43.8%,32-38,45.7%,336-342,49.6%,4-6,40.0%,32,73.9%,25.7%,4.4%,3.9%,61.5%,67.3%,49.6%,60.5%,38.0%,49.5%,0.96,SF (Istanbul)
2014,18,5,13,27.8%,16-28,36.4%,183-220,45.4%,1-2,33.3%,18,67.2%,24.3%,2.9%,4.6%,63.1%,62.9%,48.4%,57.5%,38.3%,48.0%,0.90,R16 (5x)
2013,16,4,12,25.0%,10-26,27.8%,149-198,42.9%,1-3,25.0%,16,67.6%,19.1%,2.6%,3.3%,61.4%,66.5%,45.7%,58.5%,35.0%,46.8%,0.84,QF (Meerbusch)
2012,35,18,17,51.4%,40-41,49.4%,401-383,51.1%,6-9,40.0%,35,75.6%,27.1%,3.7%,2.8%,63.4%,68.6%,49.4%,61.6%,39.8%,50.5%,1.04,SF (Bercuit)
2011,20,5,15,25.0%,13-31,29.5%,179-230,43.8%,2-3,40.0%,19,64.7%,21.3%,3.1%,4.3%,63.5%,62.5%,47.0%,56.9%,36.4%,46.6%,0.84,R16 (5x)
2010,31,13,18,41.9%,31-41,43.1%,321-371,46.4%,7-4,63.6%,30,71.3%,20.8%,3.6%,4.4%,64.2%,67.1%,47.1%,60.0%,36.9%,48.4%,0.92,SF (Jersey)
2009,18,5,13,27.8%,14-27,34.1%,192-215,47.2%,1-7,12.5%,0,,,,,,,,,,,,QF (2x)
2008,2,1,1,50.0%,3-2,60.0%,28-26,51.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (Mons)
Career,236,83,153,35.2%,213-333,39.0%,2449-2781,46.8%,33-44,42.9%,214,70.7%,23.0%,3.7%,4.0%,63.1%,66.3%,48.3%,59.6%,37.5%,48.5%,0.93,
