Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-09-11),1230,5,,,,,,,,,,,,
2022,961,12,,,,,,,,,,,,
2021,601,49,,,,,,,,,,,,
2020,483,73,,,,,,,,,720,48,,
2019,419,81,437,1277,417,1262,412,1237,,,615,57,,
2018,522,10,370,1270,368,1241,345,1243,247,1317,408,59,,
2017,307,161,346,1338,329,1312,319,1278,232,1372,488,107,,
2016,251,209,316,1372,309,1336,306,1318,207,1392,495,110,,
2015,200,249,322,1377,300,1343,315,1328,240,1364,462,130,,
2014,259,192,353,1309,332,1284,319,1306,237,1279,792,48,,
2013,296,152,305,1390,293,1359,279,1377,,,676,68,,
2012,196,242,223,1507,219,1463,213,1470,216,1402,779,45,,
2011,245,194,340,1353,312,1329,324,1299,,,433,128,,
2010,247,191,305,1408,261,1410,335,1312,225,1380,462,110,,
2009,260,168,361,1345,345,1310,365,1247,,,543,87,,
2008,305,117,,,,,,,,,498,94,,
2007,637,30,,,,,,,,,687,50,,
2006,832,15,,,,,,,,,1344,7,,
