Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Granby CH R32,L vs Harris,0.85,0.43,27.6,2.0,-,36.0%,-,47.6%,35.7%,21.7%
2019 Granby CH R64,W vs Ghasemi,1.03,6.16,34.2,2.0,-,93.8%,-,86.7%,70.4%,44.0%
2019 M25 Ajaccio R16,L vs Lokoli,0.99,0.71,50.8,2.0,-,53.3%,-,41.4%,40.6%,34.5%
2019 M25 Palma del Rio R16,L vs Ojeda Lara,0.83,0.45,35.3,2.8,-,42.4%,-,62.1%,34.6%,17.4%
2019 M25 Martos SF,L vs Struvay,0.83,0.34,32.4,2.2,-,60.0%,-,50.0%,17.4%,19.0%
2019 M25 Martos R16,W vs Zeballos,0.92,1.40,50.4,3.1,-,56.0%,-,69.6%,72.4%,41.4%
2019 M25 Jablonec Nad Nisou R32,L vs Bangoura,0.59,0.32,25.5,2.0,-,40.0%,-,44.4%,29.2%,34.8%
2019 Aix En Provence CH R64,L vs Troicki,1.07,0.57,42.9,2.4,0.0%,44.8%,0.0%,48.1%,29.6%,28.0%
2019 Bordeaux CH R64,L vs Hemery,0.94,0.34,34.4,2.0,0.0%,47.6%,0.0%,57.9%,14.3%,20.0%
2019 M25 Sunderland QF,L vs Sijsling,1.00,0.50,41.5,2.0,3.0%,48.5%,3.4%,62.1%,28.0%,16.7%
2019 M25 Sunderland R16,W vs Brouwer,1.14,1.47,45.7,2.1,9.4%,68.8%,3.6%,50.0%,34.3%,69.7%
2019 M25 Sunderland R32,W vs Canter,1.08,1.49,45.5,2.1,2.8%,69.4%,6.3%,68.8%,40.5%,45.5%
2019 M25 Bolton R32,L vs Hoyt,0.70,0.37,33.7,2.0,3.3%,60.0%,0.0%,59.3%,20.8%,22.7%
2019 St. Brieuc CH Q1,L vs Stakhovsky,0.85,0.67,48.6,2.3,9.4%,56.3%,0.0%,69.0%,30.6%,29.0%
2019 Lille CH R32,L vs Barrere,1.21,0.55,40.8,3.3,0.0%,46.7%,0.0%,46.4%,29.2%,19.0%
2019 Lille CH R64,W vs Furness,1.18,1.53,40.6,2.1,5.7%,68.6%,0.0%,61.8%,36.1%,54.5%
2019 Lille CH Q1,W vs Artunedo Martinavarro,1.31,1.49,46.0,2.5,3.0%,69.7%,3.3%,70.0%,34.4%,34.5%
2019 Drummondville CH R32,L vs Uchida,0.86,0.85,61.0,3.1,8.0%,62.0%,6.7%,71.1%,35.8%,30.6%
2019 Drummondville CH R64,W vs Franco Descotte,0.87,1.46,50.1,2.2,7.1%,73.8%,15.4%,74.4%,33.3%,55.3%
2019 M25 Trento R16,L vs Lenz,0.81,0.69,49.3,2.0,3.0%,48.5%,6.7%,66.7%,42.9%,29.4%
2019 (34 matches),,0.97,0.94,46.9,2.3,4.0%,60.4%,4.1%,62.7%,37.6%,37.0%
2018 (4 matches),,0.88,0.67,51.8,2.6,5.3%,54.2%,3.4%,59.8%,35.5%,29.7%
2017 (13 matches),,0.94,0.87,47.6,2.3,3.3%,59.6%,2.3%,57.1%,39.4%,37.0%
2016 (12 matches),,0.97,0.70,53.0,2.5,3.3%,54.9%,2.1%,52.6%,34.2%,32.2%
2015 (7 matches),,0.94,0.74,50.8,2.2,4.6%,53.3%,2.7%,60.8%,34.6%,32.7%
Career (100 matches),,0.97,0.84,50.2,2.4,3.6%,58.6%,3.0%,59.6%,35.9%,35.1%
