Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2024,2026,Q2,4,0.93,1.3%,3.7%,58.6%,58.0%,51.2%,55.2%,41.7%,42.9%,41.4%
Roland Garros,3,Clay,7,4,3,57.1%,2,2,0,100.0%,2023,2025,Q3,7,0.95,0.6%,2.2%,72.1%,56.7%,44.0%,53.2%,44.7%,52.7%,43.3%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2024,2025,Q1,2,0.54,1.6%,5.5%,59.1%,50.7%,40.4%,46.5%,28.9%,61.5%,20.0%
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,Q1,2,0.84,2.3%,6.3%,61.7%,50.6%,44.9%,48.4%,43.3%,21.4%,26.1%
Cluj-Napoca,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,R32,2,0.78,2.9%,5.1%,61.3%,52.4%,43.4%,48.9%,39.8%,38.9%,33.3%
Buenos Aires 125,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2023,2025,QF,6,1.05,0.8%,4.0%,58.7%,55.5%,49.7%,53.1%,49.2%,42.9%,50.0%
Colina 125,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2025,R16,3,0.88,2.7%,4.9%,55.4%,59.8%,47.6%,54.3%,40.3%,36.8%,64.3%
Iasi,2,Clay,3,1,2,33.3%,2,0,2,0.0%,2024,2025,R16,3,0.98,1.9%,4.7%,62.1%,61.7%,44.4%,55.1%,43.8%,45.5%,42.9%
Makarska 125,3,Clay,5,2,3,40.0%,1,1,0,100.0%,2023,2025,R16,3,0.91,1.2%,4.7%,74.9%,52.3%,34.9%,48.0%,47.4%,44.0%,40.7%
Florianopolis 125,2,Clay,4,2,2,50.0%,3,1,2,33.3%,2023,2024,QF,4,0.98,1.9%,6.3%,57.4%,55.2%,40.4%,48.9%,50.0%,48.0%,41.9%
