Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,9,2,7,22.2%,5,2,3,40.0%,1998,2004,R64,9,0.74,4.6%,6.3%,54.3%,66.3%,40.7%,54.6%,33.8%,46.2%,39.1%
Roland Garros,10,Clay,18,8,10,44.4%,6,4,2,66.7%,1997,2006,R32,17,1.02,4.5%,3.5%,64.0%,68.5%,47.0%,60.8%,39.8%,57.5%,42.3%
Wimbledon,7,Grass,9,2,7,22.2%,4,2,2,50.0%,1998,2006,R32,9,0.83,6.1%,5.6%,57.4%,72.1%,42.3%,59.4%,33.5%,50.6%,31.0%
US Open,7,Hard,9,2,7,22.2%,3,2,1,66.7%,1997,2006,R32,8,0.80,9.0%,7.0%,54.1%,71.2%,44.8%,59.1%,32.8%,52.1%,35.7%
Barcelona,10,Clay,22,12,10,54.5%,6,3,3,50.0%,1997,2006,F,22,1.04,5.8%,3.3%,61.0%,68.3%,48.2%,60.5%,41.2%,62.0%,40.9%
Bucharest,8,Clay,19,11,8,57.9%,5,3,2,60.0%,1997,2005,SF,19,1.03,4.5%,3.6%,57.9%,64.9%,48.5%,58.0%,43.2%,56.7%,48.4%
Palermo,8,Clay,15,7,8,46.7%,4,1,3,25.0%,1997,2005,SF,15,1.03,4.8%,3.3%,60.3%,65.4%,46.2%,57.8%,43.3%,51.3%,44.6%
Monte Carlo Masters,8,Clay,11,3,8,27.3%,3,1,2,33.3%,1995,2007,R32,10,0.86,5.0%,5.0%,56.6%,66.2%,46.1%,57.5%,36.6%,53.0%,45.1%
Umag,7,Clay,17,10,7,58.8%,5,1,4,20.0%,1997,2006,SF,17,1.10,6.7%,5.1%,55.6%,68.8%,45.7%,58.6%,45.4%,55.9%,44.3%
Rome Masters,7,Clay,9,2,7,22.2%,7,5,2,71.4%,1997,2003,R32,9,0.91,2.9%,4.2%,60.7%,66.4%,43.2%,57.3%,38.9%,48.1%,35.1%
