Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,11,38,22.4%,36-95,27.5%,523-718,42.1%,6-12,33.3%,49,69.6%,15.0%,7.2%,5.3%,54.2%,68.7%,45.3%,58.0%,32.7%,45.8%,0.78
Clay,268,127,141,47.4%,307-334,47.9%,3012-3110,49.2%,38-40,48.7%,264,70.3%,28.3%,4.9%,4.5%,58.1%,67.5%,47.0%,58.9%,40.2%,49.6%,0.98
Grass,14,3,11,21.4%,13-30,30.2%,171-241,41.5%,4-4,50.0%,14,70.4%,13.2%,5.7%,5.7%,57.0%,70.8%,43.7%,59.2%,33.5%,46.1%,0.82
Carpet,9,1,8,11.1%,6-16,27.3%,84-121,41.0%,0-2,0.0%,9,64.4%,17.8%,7.8%,6.9%,50.3%,68.4%,43.4%,56.0%,33.9%,45.2%,0.77
Grand Slams,43,14,29,32.6%,56-94,37.3%,645-790,44.9%,10-8,55.6%,43,69.5%,20.3%,5.6%,5.1%,58.9%,69.2%,44.1%,58.9%,36.1%,47.7%,0.88
Masters,42,14,28,33.3%,39-61,39.0%,438-526,45.4%,9-6,60.0%,41,68.9%,22.3%,4.5%,4.8%,56.4%,66.8%,46.6%,58.0%,37.7%,47.9%,0.90
Other Tours,255,114,141,44.7%,267-320,45.5%,2707-2874,48.5%,29-44,39.7%,252,70.4%,26.9%,5.5%,4.7%,57.0%,67.8%,47.0%,58.8%,39.4%,49.2%,0.96
Best of 5,45,15,30,33.3%,59-99,37.3%,682-834,45.0%,11-8,57.9%,45,69.4%,20.4%,5.6%,4.9%,58.9%,69.0%,44.2%,58.8%,36.2%,47.7%,0.88
Best of 3,295,127,168,43.1%,303-376,44.6%,3108-3356,48.1%,37-50,42.5%,291,70.2%,26.3%,5.3%,4.7%,56.9%,67.7%,46.9%,58.7%,39.1%,49.0%,0.95
Finals,4,1,3,25.0%,5-9,35.7%,67-75,47.2%,1-1,50.0%,4,70.0%,24.3%,3.7%,3.4%,57.4%,66.1%,50.5%,59.5%,37.9%,48.7%,0.94
Semi-finals,14,4,10,28.6%,13-21,38.2%,143-172,45.4%,1-3,25.0%,14,63.2%,28.2%,3.5%,3.1%,59.0%,62.4%,45.7%,55.5%,39.5%,47.8%,0.89
Quarter-finals,28,14,14,50.0%,34-32,51.5%,317-309,50.6%,1-4,20.0%,27,69.1%,32.1%,5.0%,4.0%,58.1%,67.2%,49.3%,59.7%,41.7%,50.3%,1.04
vs Righties,301,130,171,43.2%,331-413,44.5%,3393-3686,47.9%,44-48,47.8%,298,70.2%,26.0%,5.4%,4.8%,57.4%,68.0%,46.4%,58.8%,39.0%,49.0%,0.95
vs Lefties,39,12,27,30.8%,31-62,33.3%,397-504,44.1%,4-10,28.6%,38,68.9%,18.2%,5.2%,4.6%,56.3%,67.1%,46.6%,58.2%,35.1%,46.9%,0.84
vs Top 10,26,10,16,38.5%,25-42,37.3%,304-369,45.2%,7-3,70.0%,25,72.6%,17.8%,4.8%,4.2%,56.6%,69.3%,48.0%,60.1%,34.9%,47.9%,0.87
