Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2009,,,,,,,,,,,1071,15,,
2009,,,,,,,,,,,1071,15,,
2007,338,105,158,1584,210,1456,128,1582,190,1416,396,130,,
2006,140,328,93,1673,,,81,1656,129,1470,181,324,,
2005,119,373,92,1697,157,1521,66,1692,,,288,168,,
2004,175,250,126,1646,179,1482,94,1643,,,103,552,,
2003,85,436,73,1739,140,1541,54,1748,111,1511,68,742,82,1477
2002,88,450,81,1737,139,1555,56,1751,101,1528,122,455,89,1501
2001,20,1220,62,1795,139,1571,39,1817,80,1584,74,820,,
2000,51,760,59,1794,148,1546,42,1799,71,1616,88,718,,
1999,90,528,106,1702,191,1480,73,1707,116,1517,128,514,,
1998,84,600,69,1784,169,1521,50,1791,88,1583,154,423,,
1997,35,1083,97,1740,205,1443,59,1768,,,165,391,,
1996,182,234,169,1608,,,150,1597,,,226,260,,
1995,119,,142,1676,206,1414,110,1677,,,412,95,,
1994,269,,,,,,,,,,466,79,,
1993,392,,,,,,,,,,455,73,,
1992,502,,,,,,,,,,464,51,,
1991,743,,,,,,,,,,620,25,,
