Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 BJK Cup Qualifiers RR,L vs Vedder,15.3%,22.0%,36.4%,20.5%,30.8%,38.7%,28.6%,33.3%,33.3%,7.1%,7.1%,30.8%,0.0%,40.0%,0.0%,-61
2025 Indian Wells R128,L vs Montgomery,19.0%,28.6%,45.5%,29.1%,41.8%,51.3%,51.7%,42.3%,14.3%,9.5%,16.7%,39.5%,38.9%,16.7%,0.0%,-27
2024 US Open R32,L vs Zheng,18.6%,25.6%,33.3%,26.3%,31.6%,28.6%,66.7%,60.0%,0.0%,15.8%,26.3%,37.5%,50.0%,71.4%,100.0%,25
2023 Hamburg R32,W vs Seidel,26.2%,32.0%,50.0%,32.7%,43.6%,51.4%,34.8%,56.3%,57.1%,28.1%,28.1%,47.8%,50.0%,71.4%,100.0%,97
2023 Roland Garros R128,L vs Kasatkina,4.8%,11.3%,37.0%,5.3%,13.2%,47.2%,37.5%,22.7%,16.7%,5.3%,10.5%,16.7%,33.3%,28.6%,0.0%,-71
2023 Monterrey R32,L vs Dolehide,17.4%,28.3%,31.3%,29.2%,41.7%,41.2%,35.7%,20.0%,0.0%,6.3%,18.8%,20.0%,0.0%,37.5%,33.3%,-66
2023 Australian Open R128,L vs Swiatek,26.8%,33.8%,43.1%,35.6%,44.4%,55.2%,16.7%,22.2%,33.3%,12.0%,16.0%,27.3%,20.0%,20.0%,-,-57
2022 US Open R16,L vs Swiatek,24.7%,30.9%,35.0%,27.7%,38.3%,29.4%,26.1%,37.5%,16.7%,29.7%,32.4%,42.3%,71.4%,56.3%,75.0%,134
2022 Wimbledon QF,L vs Maria,18.0%,30.0%,53.5%,20.0%,38.3%,58.3%,64.5%,37.9%,25.0%,20.7%,24.1%,43.5%,20.0%,15.8%,0.0%,54
2022 Wimbledon R64,W vs Kontaveit,29.8%,53.2%,67.7%,25.0%,58.3%,72.2%,45.5%,38.5%,-,38.1%,52.4%,61.5%,11.1%,50.0%,-,1
2022 Stuttgart R32,L vs Andreescu,30.4%,40.6%,47.7%,37.5%,52.5%,44.0%,27.3%,44.8%,50.0%,24.0%,28.0%,52.6%,12.5%,0.0%,0.0%,62
2022 Australian Open Q3,L vs Hartono,26.4%,38.5%,41.0%,35.8%,47.2%,50.0%,53.8%,18.5%,0.0%,15.6%,31.3%,29.6%,35.7%,22.2%,16.7%,33
2021 Strasbourg QF,W vs Rus,32.6%,47.8%,65.5%,42.9%,57.1%,68.8%,50.0%,38.9%,-,18.8%,37.5%,61.5%,62.5%,50.0%,-,30
2021 Strasbourg R32,W vs Parry,34.7%,46.9%,62.1%,36.7%,53.3%,68.4%,28.6%,31.3%,-,37.5%,43.8%,50.0%,28.6%,11.1%,0.0%,87
2021 ITF Prague F,W vs Galfi,32.0%,34.0%,55.6%,38.7%,41.9%,57.9%,25.0%,47.8%,100.0%,33.3%,33.3%,50.0%,14.3%,80.0%,-,123
Last 52 Weeks (1 matches),,15.3%,22.0%,36.4%,20.5%,30.8%,38.7%,28.6%,33.3%,33.3%,7.1%,7.1%,30.8%,0.0%,40.0%,0.0%,-61
Career (15 matches),,23.4%,32.9%,45.9%,29.3%,41.8%,50.2%,40.9%,37.0%,27.5%,20.0%,26.8%,39.4%,34.6%,34.7%,33.3%,63
