Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,8,4,4,50.0%,2,0,2,0.0%,2022,2025,R64,8,1.07,4.4%,7.4%,57.0%,67.8%,40.7%,56.1%,47.0%,62.9%,46.1%
Roland Garros,4,Clay,10,6,4,60.0%,1,0,1,0.0%,2022,2025,R128,10,1.23,4.7%,7.9%,59.9%,66.8%,42.9%,57.2%,52.4%,64.8%,56.4%
Wimbledon,5,Grass,14,9,5,64.3%,1,0,1,0.0%,2021,2025,QF,14,1.06,5.6%,8.2%,58.1%,67.5%,46.4%,58.7%,43.9%,59.4%,45.9%
US Open,5,Hard,12,7,5,58.3%,3,2,1,66.7%,2021,2025,R16,12,1.04,7.1%,10.2%,52.5%,68.4%,48.2%,58.8%,42.8%,62.6%,40.0%
Hamburg,4,Clay,9,5,4,55.6%,3,1,2,33.3%,2021,2025,SF,9,1.05,4.7%,9.9%,53.8%,66.0%,39.8%,53.9%,48.5%,52.6%,42.9%
s Hertogenbosch,2,Grass,3,1,2,33.3%,2,0,2,0.0%,2024,2025,R16,3,0.87,6.4%,10.2%,51.7%,68.9%,47.4%,58.5%,35.9%,52.4%,27.6%
Makarska 125,2,Clay,6,5,1,83.3%,1,0,1,0.0%,2022,2025,W,6,1.20,4.3%,8.8%,57.3%,65.9%,43.2%,56.2%,52.5%,61.8%,50.0%
Rome,3,Clay,4,1,3,25.0%,0,0,0,-,2023,2025,R128,4,0.93,3.1%,7.5%,53.7%,56.6%,40.0%,48.9%,47.5%,25.0%,47.2%
Madrid,3,Clay,7,4,3,57.1%,2,2,0,100.0%,2023,2025,R32,7,1.06,3.8%,8.5%,54.7%,63.3%,45.3%,55.1%,47.7%,42.9%,48.3%
Stuttgart,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2022,2025,R16,4,0.85,4.4%,7.5%,50.3%,63.5%,54.1%,58.8%,34.8%,50.0%,26.9%
