Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 BJK Cup Qualifiers RR,L vs Vedder,68.0%,47.1%,12.0%,5/1,2.26,11.4%,71.4%,55.0%,14.3%,2.28,12.9%,77.8%,35.7%,11.1%,2.22,7.7%
2025 Indian Wells R128,L vs Montgomery,64.6%,52.9%,3.8%,2/1,2.22,2.6%,65.1%,46.4%,2.3%,2.17,5.3%,76.7%,60.9%,6.7%,2.27,0.0%
2024 US Open R32,L vs Zheng,51.0%,56.0%,8.2%,3/1,2.27,3.3%,40.0%,40.0%,4.0%,2.25,7.1%,71.4%,66.7%,14.3%,2.28,0.0%
2023 Hamburg R32,W vs Seidel,67.9%,55.6%,10.4%,6/5,2.52,8.5%,70.9%,48.7%,7.3%,2.16,13.9%,76.7%,63.6%,16.3%,3.10,0.0%
2023 Roland Garros R128,L vs Kasatkina,74.6%,47.7%,6.8%,3/1,2.30,3.7%,87.2%,44.1%,7.7%,2.23,5.6%,90.9%,60.0%,9.1%,2.42,0.0%
2023 Monterrey R32,L vs Dolehide,58.8%,45.0%,8.8%,1/2,2.18,12.5%,55.6%,33.3%,0.0%,1.93,23.5%,71.4%,80.0%,42.9%,2.46,0.0%
2023 Australian Open R128,L vs Swiatek,67.9%,45.3%,9.0%,4/3,2.33,4.3%,71.1%,33.3%,7.9%,2.23,8.0%,70.3%,57.7%,10.8%,2.47,0.0%
2022 US Open R16,L vs Swiatek,80.2%,53.8%,6.2%,3/2,2.15,1.7%,78.4%,57.5%,7.8%,2.14,3.0%,89.3%,48.0%,3.6%,2.16,0.0%
2022 Wimbledon QF,L vs Maria,75.5%,42.5%,5.7%,4/2,2.59,80.3%,83.3%,37.8%,9.3%,2.54,87.5%,77.8%,48.6%,2.2%,2.70,65.2%
2022 Wimbledon R64,W vs Kontaveit,58.5%,62.5%,4.9%,2/0,2.43,16.7%,71.4%,60.0%,4.8%,2.29,23.5%,56.3%,66.7%,6.3%,2.63,7.7%
2022 Stuttgart R32,L vs Andreescu,65.3%,38.3%,9.7%,3/4,2.32,11.4%,66.7%,47.1%,5.9%,2.34,20.0%,81.3%,15.4%,25.0%,2.29,0.0%
2022 Australian Open Q3,L vs Hartono,70.5%,50.9%,7.7%,3/3,2.53,1.6%,75.5%,37.5%,5.7%,2.34,2.9%,71.4%,86.7%,14.3%,2.76,0.0%
2021 Strasbourg QF,W vs Rus,83.9%,55.8%,3.2%,2/0,2.25,10.3%,84.1%,54.1%,0.0%,2.05,18.8%,88.2%,60.0%,11.8%,2.48,0.0%
2021 Strasbourg R32,W vs Parry,77.6%,50.0%,1.5%,1/0,2.42,33.3%,78.0%,48.7%,0.0%,2.32,52.9%,100.0%,53.8%,7.7%,2.58,0.0%
2021 ITF Prague F,W vs Galfi,64.8%,65.7%,1.9%,0/1,2.46,14.8%,63.9%,52.2%,0.0%,2.63,21.1%,100.0%,91.7%,8.3%,2.05,0.0%
Last 52 Weeks (1 matches),,68.0%,47.1%,12.0%,83.3%,2.26,11.4%,71.4%,55.0%,14.3%,2.28,12.9%,77.8%,35.7%,11.1%,2.22,7.7%
Career (15 matches),,69.8%,50.6%,6.7%,61.8%,2.36,15.4%,72.5%,46.4%,5.2%,2.27,21.9%,78.5%,57.8%,10.7%,2.47,6.0%
