Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,5,15,25.0%,16-34,32.0%,176-259,40.5%,2-0,100.0%,17,51.5%,34.0%,1.8%,6.1%,57.3%,57.4%,41.4%,50.6%,41.4%,46.0%,0.84
Internationals,15,4,11,26.7%,11-25,30.6%,129-187,40.8%,2-0,100.0%,15,51.5%,34.0%,1.6%,6.2%,57.4%,57.4%,42.2%,50.9%,41.5%,46.2%,0.85
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,0.0%,4.4%,57.8%,57.7%,47.4%,53.3%,29.4%,40.6%,0.63
vs Righties,19,5,14,26.3%,16-32,33.3%,167-246,40.4%,2-0,100.0%,16,51.1%,34.8%,1.8%,6.1%,56.7%,57.7%,41.0%,50.4%,41.5%,45.9%,0.84
