Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,2,0,2,0.0%,2012,2018,Q1,2,0.88,0.0%,5.3%,74.0%,49.5%,41.0%,47.3%,46.4%,47.8%,47.4%
Roland Garros,2,Clay,2,0,2,0.0%,0,0,0,-,2011,2018,Q1,1,0.77,1.8%,14.5%,65.5%,47.2%,26.3%,40.0%,46.4%,12.5%,30.0%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2011,2018,Q2,0,,,,,,,,,,
US Open,6,Hard,8,2,6,25.0%,3,0,3,0.0%,2008,2018,Q3,2,0.88,0.0%,6.8%,73.3%,52.7%,38.3%,48.9%,44.8%,38.1%,45.0%
Fed Cup,1,,3,1,2,33.3%,0,0,0,-,2011,2011,,0,,,,,,,,,,
Nanchang,3,Hard,10,7,3,70.0%,1,1,0,100.0%,2016,2018,QF,10,1.10,1.9%,6.5%,58.9%,64.8%,46.8%,57.4%,46.9%,53.2%,46.1%
Taipei,2,Hard,4,1,3,25.0%,1,1,0,100.0%,2017,2018,R32,4,0.82,1.0%,5.4%,61.9%,55.5%,40.2%,49.7%,41.4%,53.2%,43.8%
Tianjin,2,Hard,6,4,2,66.7%,0,0,0,-,2015,2017,R32,3,0.98,2.8%,8.8%,55.8%,58.6%,40.5%,50.6%,48.3%,54.1%,41.0%
Guangzhou,7,Hard,10,3,7,30.0%,3,2,1,66.7%,2007,2017,R16,8,0.93,2.4%,6.6%,55.1%,63.8%,42.0%,54.0%,42.9%,49.3%,45.0%
Dalian,3,Hard,8,5,3,62.5%,0,0,0,-,2015,2017,R16,5,1.04,1.5%,8.1%,60.0%,58.6%,35.4%,49.4%,52.8%,48.2%,52.4%
Kuala Lumpur,3,Hard,6,3,3,50.0%,0,0,0,-,2011,2016,R32,4,0.96,2.2%,7.0%,69.6%,61.6%,39.8%,54.9%,43.2%,63.4%,36.6%
