Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,22,10,12,45.5%,24-27,47.1%,222-240,48.1%,2-0,100.0%,22,52.8%,42.3%,1.1%,8.3%,67.3%,58.8%,36.6%,51.5%,47.3%,49.4%,0.97,F (W15 Wuning)
2024,15,4,11,26.7%,12-22,35.3%,141-164,46.2%,1-2,33.3%,0,,,,,,,,,,,,QF (W35 Qian Daohu)
2023,10,4,6,40.0%,10-10,50.0%,89-92,49.2%,1-1,50.0%,0,,,,,,,,,,,,
2022,22,8,14,36.4%,18-26,40.9%,174-207,45.7%,1-2,33.3%,0,,,,,,,,,,,,SF (W15 Antalya)
2019,11,6,5,54.5%,13-12,52.0%,120-111,51.9%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
2018,22,11,11,50.0%,25-24,51.0%,243-214,53.2%,2-3,40.0%,0,,,,,,,,,,,,F (Tianjin $25K)
2017,44,26,18,59.1%,56-42,57.1%,476-407,53.9%,1-4,20.0%,3,46.7%,50.0%,1.7%,9.9%,55.2%,57.0%,35.8%,47.5%,49.0%,48.3%,0.93,W (Naiman $25K)
2016,33,18,15,54.5%,40-34,54.1%,352-333,51.4%,4-4,50.0%,1,27.3%,50.0%,0.0%,1.5%,71.2%,44.7%,31.6%,40.9%,50.8%,45.8%,0.86,F (Zhengzhou $50K)
2015,32,21,11,65.6%,39-26,60.0%,338-294,53.5%,3-4,42.9%,0,,,,,,,,,,,,SF (4x)
2013,4,2,2,50.0%,4-6,40.0%,36-47,43.4%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2012,8,3,5,37.5%,8-12,40.0%,91-109,45.5%,2-4,33.3%,0,,,,,,,,,,,,QF (Rancho Santa Fe CA 25K)
2011,29,17,12,58.6%,39-31,55.7%,333-323,50.8%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2010,42,21,21,50.0%,48-49,49.5%,456-455,50.1%,4-6,40.0%,0,,,,,,,,,,,,SF (Clearwater FL 25K)
2009,44,29,15,65.9%,61-37,62.2%,505-423,54.4%,6-6,50.0%,0,,,,,,,,,,,,F (Burnie 25K)
2008,33,23,10,69.7%,47-27,63.5%,386-309,55.5%,2-6,25.0%,0,,,,,,,,,,,,W (Pune 25K)
2007,31,16,15,51.6%,36-36,50.0%,324-329,49.6%,1-1,50.0%,0,,,,,,,,,,,,SF (Chengdu 25K)
2006,19,9,10,47.4%,20-22,47.6%,187-188,49.9%,0-1,0.0%,0,,,,,,,,,,,,F (Chengdu 25K)
Career,421,228,193,54.2%,500-443,53.0%,4473-4245,51.3%,36-46,43.9%,26,51.1%,43.4%,1.1%,8.2%,66.2%,58.1%,36.3%,50.7%,47.6%,49.2%,0.97,
