Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),905,27,,,,,,,,,1269,22,,
2025,846,34,,,,,,,,,956,44
2024,797,35,,,,,,,,,639,86
2023,917,23,,,,,,,,,,
2022,664,42,,,,,,,,,,
2020,703,39,,,,,,,,,675,63
2019,662,40,,,,,,,,,601,72
2018,292,162,217,1452,209,1421,213,1329,176,1396,175,386
2017,163,357,165,1527,161,1496,,,,,118,566
2016,258,181,,,,,,,,,138,492
2015,258,175,184,1476,176,1453,,,,,387,125
2013,846,19,,,,,,,,,946,19
2012,698,28,,,,,,,,,554,68
2011,215,277,248,1407,227,1393,261,1321,199,1359,198,354
2010,247,219,237,1437,239,1391,238,1368,,,158,460
2009,225,230,,,,,,,,,,
2008,237,119,,,,,,,,,,
2007,302,81,,,,,,,,,,
2006,425,42,,,,,,,,,,
