Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,74,38,36,51.4%,87-89,49.4%,816-833,49.5%,8-7,53.3%,71,65.0%,33.2%,4.8%,4.5%,59.6%,62.6%,46.9%,56.3%,43.0%,49.6%,0.98
Clay,23,10,13,43.5%,25-29,46.3%,244-260,48.4%,2-3,40.0%,23,62.7%,34.4%,3.4%,3.4%,61.3%,60.7%,46.2%,55.1%,43.6%,49.4%,0.97
Grass,10,5,5,50.0%,10-13,43.5%,107-117,47.8%,2-1,66.7%,10,70.3%,24.5%,3.1%,4.2%,59.9%,67.0%,44.9%,58.2%,38.7%,48.6%,0.93
Grand Slams,10,1,9,10.0%,3-19,13.6%,77-124,38.3%,0-2,0.0%,10,58.6%,20.0%,3.7%,3.8%,58.1%,62.0%,43.6%,54.3%,36.6%,45.6%,0.80
Premiers,13,6,7,46.2%,16-15,51.6%,141-142,49.8%,1-1,50.0%,13,65.2%,34.3%,5.2%,4.6%,60.9%,62.1%,46.9%,56.2%,43.6%,49.8%,0.99
Internationals,47,29,18,61.7%,63-50,55.8%,560-526,51.6%,8-3,72.7%,47,67.9%,35.0%,4.1%,4.6%,60.0%,63.8%,47.0%,57.1%,43.6%,50.4%,1.02
Finals,4,1,3,25.0%,2-6,25.0%,31-46,40.3%,0-0,-,4,52.6%,28.2%,4.2%,4.2%,63.0%,60.0%,34.0%,50.4%,40.8%,45.6%,0.82
Semi-finals,5,4,1,80.0%,8-3,72.7%,57-47,54.8%,1-0,100.0%,4,75.7%,36.8%,2.2%,3.3%,60.5%,65.3%,52.3%,60.1%,43.3%,52.3%,1.09
Quarter-finals,10,5,5,50.0%,13-14,48.1%,124-129,49.0%,1-2,33.3%,9,61.0%,33.3%,3.9%,4.9%,59.7%,62.0%,44.7%,55.0%,42.0%,48.7%,0.93
vs Righties,95,46,49,48.4%,107-119,47.3%,1026-1091,48.5%,10-7,58.8%,91,63.9%,32.1%,4.1%,4.2%,60.1%,62.4%,45.8%,55.8%,42.7%,49.3%,0.97
vs Lefties,11,6,5,54.5%,13-13,50.0%,135-127,51.5%,3-4,42.9%,10,72.2%,32.8%,4.7%,4.1%,59.2%,64.3%,50.7%,58.8%,41.2%,50.3%,1.00
vs Top 10,7,0,7,0.0%,2-14,12.5%,53-94,36.1%,0-2,0.0%,7,51.4%,21.9%,5.9%,5.1%,61.1%,55.5%,42.1%,50.3%,38.9%,44.7%,0.78
