Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),122,655,105,1707,111,1655,102,1632,97,1578,110,710,,
2025,72,914,76,1758,76,1709,91,1658,86,1604,97,832
2024,46,1166,52,1800,43,1773,75,1674,95,1574,,
2023,130,571,181,1551,193,1488,160,1519,153,1463,,
2022,292,211,244,1452,228,1425,210,1425,173,1417,,
2021,169,416,163,1554,179,1497,149,1522,137,1480,,
2020,203,324,,,,,,,,,399,179
2019,174,353,205,1513,225,1432,182,1488,160,1456,368,180
2018,241,234,190,1520,224,1375,144,1528,,,,
2017,321,138,168,1522,213,1364,126,1537,126,1493,986,16
2016,120,498,,,,,,,,,441,104
2015,326,126,,,,,,,,,687,43
2014,441,65,,,,,,,,,543,62
2013,542,60,,,,,,,,,915,21
2012,1091,5,,,,,,,,,,
