Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Ostrava R32,W vs Valdmannova,3.4,2.8,3.9,54.7%,69.7%,30.8%,80.0%,58.2%,14.5%,19.0,18.3,11.5,17.7
2025 Wuhan R32,L vs Sabalenka,2.5,2.6,2.4,47.7%,44.4%,33.3%,0.0%,46.5%,8.3%,10.0,13.9,-2.5,-3.2
2025 Prague R16,L vs Valentova,3.6,3.4,3.7,46.7%,51.0%,50.0%,25.0%,62.8%,5.7%,2.5,1.5,-13.0,-13.1
2025 Roland Garros R128,L vs Swiatek,3.7,4.0,3.3,46.4%,45.9%,30.0%,40.0%,39.3%,9.3%,-3.5,-5.1,5.0,5.3
2025 Doha R16,L vs Rybakina,3.6,4.0,3.1,36.1%,36.1%,71.4%,75.0%,48.8%,9.1%,13.5,16.7,1.0,1.3
2025 Doha R32,W vs Andreeva,4.7,4.8,4.5,47.1%,51.4%,52.2%,65.5%,49.6%,6.3%,24.5,13.6,7.5,4.2
2025 Australian Open R64,L vs Swiatek,4.5,4.2,4.8,47.2%,31.8%,12.5%,11.1%,51.0%,1.4%,-3.0,-4.2,-11.5,-16.9
2024 BJK Cup Finals RR,L vs Paolini,3.4,3.4,3.4,38.6%,36.4%,22.2%,80.0%,65.6%,16.3%,-5.0,-6.2,-0.5,-1.4
2024 Jiangxi F,L vs Golubic,4.9,4.8,4.9,41.7%,42.9%,43.5%,61.9%,48.5%,7.1%,4.0,2.5,-2.0,-1.3
2024 Hua Hin F,W vs Siegemund,3.7,3.6,3.7,49.3%,57.5%,64.7%,66.7%,62.6%,11.3%,17.0,15.0,7.0,11.3
2024 Monastir F,L vs Kartal,6.5,6.6,6.5,32.6%,50.0%,50.0%,45.0%,50.2%,7.7%,0.0,0.0,9.5,5.0
2024 Rome R64,W vs Boulter,4.2,4.8,3.4,57.1%,52.9%,57.1%,23.1%,63.6%,8.2%,15.5,8.2,8.0,8.1
2024 Rome R128,W vs Pedone,5.7,5.5,5.8,63.4%,60.5%,72.7%,52.6%,55.7%,10.9%,14.0,8.9,7.0,6.2
2023 ITF Murska Sobota R32,W vs Klimovicova,4.1,4.3,3.9,53.7%,68.4%,53.8%,71.4%,51.8%,15.1%,25.5,25.8,8.5,10.8
2020 Australian Open Q1,L vs Inglis,4.4,4.8,3.9,50.9%,50.9%,58.6%,31.6%,47.2%,6.4%,7.0,3.7,-1.0,-0.5
2019 Fed Cup RR,L vs Ostapenko,3.2,3.3,3.1,52.7%,31.3%,53.3%,28.6%,55.3%,8.3%,-1.5,-1.0,-9.0,-7.5
2016 ITF Biarritz QF,W vs Witthoeft,3.4,3.7,3.3,58.0%,60.0%,45.5%,66.7%,42.1%,17.4%,27.5,43.7,9.0,12.9
Last 52 Weeks (4 matches),,3.3,3.2,3.3,48.6%,52.3%,37.2%,42.1%,53.3%,9.1%,7.0,6.7,0.3,0.3
Career (17 matches),,4.1,4.2,3.9,48.8%,49.3%,50.2%,48.8%,52.8%,8.8%,9.8,7.7,2.0,1.9
