Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Ostrava R32,W vs Valdmannova,26,21,1.2,20.6%,16.7%,23,17,1.4,20.4%,15.0%,11.5%,8.8%,0.6,10.3%,18.3%
2025 Wuhan R32,L vs Sabalenka,28,27,1.0,16.0%,15.4%,19,22,0.9,12.7%,14.7%,8.0%,4.7%,1.3,18.3%,13.7%
2025 Prague R16,L vs Valentova,19,58,0.3,10.7%,32.6%,14,53,0.3,8.5%,32.1%,7.3%,1.2%,0.3,9.0%,28.1%
2025 Roland Garros R128,L vs Swiatek,24,22,1.1,19.8%,18.2%,19,21,0.9,17.1%,18.9%,7.2%,9.0%,1.3,19.8%,15.7%
2025 Doha R16,L vs Rybakina,20,17,1.2,15.9%,13.5%,18,15,1.2,15.5%,12.9%,9.5%,4.3%,1.9,23.8%,12.7%
2025 Doha R32,W vs Andreeva,32,32,1.0,16.7%,16.7%,29,26,1.1,16.7%,14.9%,12.1%,4.0%,0.9,15.6%,18.2%
2025 Australian Open R64,L vs Swiatek,3,25,0.1,4.0%,33.3%,3,21,0.1,4.5%,31.8%,3.0%,1.5%,1.2,21.3%,17.3%
2024 BJK Cup Finals F,L vs Paolini,10,21,0.5,10.8%,22.6%,7,18,0.4,8.2%,21.2%,4.7%,3.5%,0.7,10.8%,15.1%
2024 Jiujiang F,L vs Golubic,30,42,0.7,19.0%,26.6%,23,40,0.6,15.6%,27.2%,8.8%,6.8%,0.8,9.5%,11.4%
2024 Hua Hin 2 F,W vs Siegemund,26,22,1.2,20.5%,17.3%,24,16,1.5,20.9%,13.9%,13.9%,7.0%,0.5,10.2%,19.7%
2024 Monastir F,L vs Kartal,23,34,0.7,16.0%,23.6%,23,34,0.7,16.5%,24.5%,9.4%,7.2%,1.1,11.8%,11.1%
2024 Wimbledon R128,L vs Kostyuk,13,22,0.6,11.2%,19.0%,13,19,0.7,11.9%,17.4%,8.3%,0.9%,1.5,20.7%,13.8%
2024 Rome R64,W vs Boulter,19,25,0.8,10.8%,14.2%,17,24,0.7,10.5%,14.8%,4.9%,4.9%,0.7,17.6%,23.9%
2024 Rome R128,W vs Pedone,27,31,0.9,24.8%,28.4%,27,30,0.9,25.0%,27.8%,12.0%,13.0%,0.2,3.7%,21.1%
2023 W40 Murska Sobota R32,W vs Klimovicova,26,12,2.2,23.2%,10.7%,23,12,1.9,22.1%,11.5%,13.5%,8.7%,0.6,10.7%,17.0%
2019 Fed Cup RR,L vs Ostapenko,27,44,0.6,11.4%,18.6%,19,38,0.5,9.0%,18.1%,6.2%,2.9%,0.7,13.9%,19.0%
2017 Australian Open R128,L vs Duan,18,26,0.7,16.1%,23.2%,12,22,0.5,12.4%,22.7%,9.3%,3.1%,0.5,10.7%,21.4%
2016 Biarritz $100K QF,W vs Witthoeft,38,10,3.8,32.8%,8.6%,32,9,3.6,30.8%,8.7%,23.1%,7.7%,1.2,15.5%,12.9%
Career (18 matches),,409,491,0.8,16.4%,19.7%,345,437,0.8,15.2%,19.2%,9.5%,5.4%,0.8,14.0%,17.5%
