Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,10,16,38.5%,25-38,39.7%,270-305,47.0%,1-3,25.0%,26,63.0%,31.4%,6.0%,5.3%,60.7%,62.8%,45.3%,55.9%,42.2%,49.0%,0.96
Clay,6,2,4,33.3%,5-8,38.5%,55-59,48.2%,0-0,-,6,62.5%,34.5%,3.8%,3.0%,60.2%,61.3%,44.7%,54.6%,43.9%,49.3%,0.97
Grass,9,5,4,55.6%,10-11,47.6%,102-105,49.3%,2-1,66.7%,9,70.9%,26.7%,3.4%,4.2%,60.7%,67.2%,45.6%,58.7%,39.7%,49.4%,0.96
Grand Slams,4,0,4,0.0%,1-8,11.1%,36-53,40.4%,0-1,0.0%,4,61.4%,20.5%,4.9%,3.6%,60.2%,62.4%,44.7%,55.3%,37.4%,46.7%,0.84
Premiers,6,3,3,50.0%,7-7,50.0%,63-61,50.8%,0-0,-,6,65.6%,35.0%,4.9%,6.7%,57.3%,66.4%,42.2%,56.0%,43.8%,50.2%,1.00
Internationals,18,10,8,55.6%,21-22,48.8%,206-202,50.5%,2-2,50.0%,18,70.1%,31.0%,5.3%,4.7%,62.0%,65.7%,46.0%,58.2%,41.6%,49.9%,0.99
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,1.7%,5.1%,62.7%,75.7%,31.8%,59.3%,23.5%,42.7%,0.58
Quarter-finals,3,1,2,33.3%,2-5,28.6%,31-40,43.7%,0-1,0.0%,3,69.4%,17.6%,6.0%,7.8%,58.6%,67.6%,41.7%,56.9%,35.7%,46.9%,0.83
vs Righties,36,15,21,41.7%,36-51,41.4%,377-426,46.9%,4-1,80.0%,35,63.9%,29.4%,5.1%,4.4%,61.4%,63.6%,44.6%,56.3%,41.5%,48.8%,0.95
vs Lefties,4,1,3,25.0%,2-7,22.2%,44-51,46.3%,0-3,0.0%,3,65.7%,30.3%,3.5%,6.7%,53.5%,64.0%,45.8%,55.5%,39.2%,48.2%,0.88
vs Top 10,3,0,3,0.0%,1-6,14.3%,24-40,37.5%,0-0,-,3,53.1%,21.9%,9.0%,4.5%,59.7%,56.8%,46.1%,52.5%,39.8%,46.1%,0.84
