Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,11,5,6,45.5%,1,0,1,0.0%,2017,2026,R64,8,0.92,4.2%,4.3%,60.3%,63.5%,43.2%,55.4%,40.9%,41.4%,49.1%
Roland Garros,8,Clay,21,12,9,57.1%,8,5,3,62.5%,2017,2025,R128,16,1.01,3.6%,2.9%,63.2%,63.3%,48.2%,57.7%,42.6%,52.6%,39.6%
Wimbledon,7,Grass,11,4,7,36.4%,4,1,3,25.0%,2017,2025,R128,9,0.87,4.6%,4.4%,54.7%,67.1%,44.9%,57.0%,37.4%,64.5%,34.2%
US Open,7,Hard,11,4,7,36.4%,1,0,1,0.0%,2016,2025,R128,10,0.96,5.5%,3.1%,58.6%,65.4%,44.1%,56.6%,41.5%,54.7%,41.7%
Fed Cup,3,,6,2,4,33.3%,1,1,0,100.0%,2017,2020,,6,0.82,5.0%,5.0%,55.2%,61.1%,39.5%,51.4%,39.9%,46.4%,50.0%
Miami,4,Hard,7,3,4,42.9%,0,0,0,-,2017,2026,R64,7,0.98,7.0%,4.5%,64.2%,63.2%,45.9%,57.0%,42.0%,46.7%,46.8%
Indian Wells,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2017,2026,R64,7,0.97,3.7%,4.5%,55.5%,62.5%,51.4%,57.6%,41.2%,63.8%,37.3%
Dubai,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2025,2026,R64,4,0.97,7.1%,3.1%,61.8%,61.9%,47.4%,56.4%,42.4%,68.2%,47.4%
Doha,2,Hard,4,2,2,50.0%,2,0,2,0.0%,2025,2026,R16,4,0.98,2.9%,2.9%,66.3%,63.7%,39.1%,55.4%,43.7%,51.6%,47.1%
Hobart,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,R16,3,0.92,6.7%,5.3%,60.1%,62.4%,32.5%,50.5%,45.4%,48.4%,39.4%
Brisbane,4,Hard,7,2,5,28.6%,2,0,2,0.0%,2017,2026,R64,7,1.01,6.9%,5.0%,57.7%,64.5%,45.2%,56.4%,44.1%,48.1%,41.8%
