Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,2,7,22.2%,7-14,33.3%,86-105,45.0%,0-0,-,9,58.1%,32.7%,6.2%,5.3%,63.2%,60.9%,39.4%,53.0%,43.2%,47.9%,0.92,R16 (2x)
2025,49,22,27,44.9%,51-66,43.6%,530-569,48.2%,5-9,35.7%,47,66.3%,30.5%,4.8%,4.3%,60.8%,63.5%,46.6%,56.9%,41.6%,49.2%,0.96,SF (Nottingham)
2024,34,24,10,70.6%,50-29,63.3%,413-358,53.6%,6-3,66.7%,31,68.3%,37.2%,3.4%,3.3%,60.6%,61.6%,50.4%,57.2%,45.0%,51.2%,1.05,W (Hua Hin 2)
2023,4,2,2,50.0%,6-5,54.5%,52-47,52.5%,0-0,-,4,61.2%,44.0%,3.0%,7.2%,53.2%,63.8%,45.5%,55.3%,47.4%,51.4%,1.06,QF (Warsaw)
2022,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,0.0%,64.3%,40.7%,40.0%,40.5%,29.5%,34.9%,0.50,R128 (Roland Garros)
2021,2,1,1,50.0%,2-3,40.0%,25-29,46.3%,1-0,100.0%,2,69.2%,22.2%,2.2%,7.3%,54.2%,66.0%,45.1%,56.4%,37.3%,47.4%,0.86,R16 (Prague)
2020,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,1,44.4%,11.1%,6.3%,1.6%,68.8%,54.5%,35.0%,48.4%,22.7%,38.0%,0.44,
2019,2,0,2,0.0%,1-4,20.0%,18-31,36.7%,1-0,100.0%,2,47.8%,20.0%,4.4%,5.0%,52.2%,59.6%,39.5%,50.0%,37.0%,44.0%,0.74,
2018,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,2.0%,0.0%,53.1%,84.6%,30.4%,59.2%,21.3%,40.6%,0.52,R32 (Bucharest)
2017,6,3,3,50.0%,7-7,50.0%,59-64,48.0%,0-0,-,6,59.7%,36.1%,5.3%,5.6%,55.7%,64.6%,42.8%,54.9%,45.3%,49.8%,1.00,R16 (Gstaad)
Career,109,54,55,49.5%,124-134,48.1%,1196-1240,49.1%,13-12,52.0%,104,65.0%,32.6%,4.3%,4.2%,60.0%,62.6%,46.5%,56.2%,42.7%,49.5%,0.98,
