Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,31,9,22,29.0%,23-45,33.8%,283-349,44.8%,4-4,50.0%,27,-,-,1.2%,7.6%,65.8%,59.6%,43.7%,54.1%,41.8%,47.7%,0.91,SF (Sydney)
2008,49,25,24,51.0%,52-58,47.3%,502-531,48.6%,6-6,50.0%,42,-,-,1.3%,7.5%,63.1%,60.7%,44.1%,54.6%,45.5%,49.9%,1.00,SF (Stanford)
2007,40,17,23,42.5%,44-53,45.4%,441-465,48.7%,5-5,50.0%,36,-,-,1.6%,7.3%,62.5%,58.4%,43.0%,52.6%,47.5%,50.1%,1.00,QF (Tokyo)
2006,55,30,25,54.5%,67-62,51.9%,616-586,51.2%,3-14,17.6%,37,-,-,1.7%,4.8%,67.6%,59.8%,43.4%,54.5%,45.0%,49.8%,0.99,F (Seoul)
2005,55,28,27,50.9%,69-65,51.5%,642-625,50.7%,6-4,60.0%,7,-,-,2.0%,6.9%,65.8%,59.7%,42.5%,53.8%,43.2%,48.3%,0.94,F (San Diego)
2004,58,33,25,56.9%,74-57,56.5%,652-585,52.7%,5-9,35.7%,11,-,-,1.6%,6.2%,61.1%,62.7%,45.3%,55.9%,47.4%,51.7%,1.08,W (Gold Coast)
2003,74,48,26,64.9%,106-74,58.9%,915-794,53.5%,7-7,50.0%,12,-,-,1.0%,7.4%,60.7%,63.2%,44.5%,55.9%,47.8%,51.7%,1.08,W (2x)
2002,61,35,26,57.4%,78-61,56.1%,673-629,51.7%,8-6,57.1%,0,,,,,,,,,,,,SF (3x)
2001,53,28,25,52.8%,67-58,53.6%,593-576,50.7%,7-2,77.8%,0,,,,,,,,,,,,SF (Japan Open)
2000,48,22,26,45.8%,51-56,47.7%,478-527,47.6%,7-5,58.3%,0,,,,,,,,,,,,QF (2x)
1999,52,28,24,53.8%,61-52,54.0%,526-495,51.5%,4-4,50.0%,0,,,,,,,,,,,,F (Tokyo)
1998,60,39,21,65.0%,75-49,60.5%,604-506,54.4%,9-4,69.2%,0,,,,,,,,,,,,W (2x)
1997,60,32,28,53.3%,63-63,50.0%,570-576,49.7%,11-10,52.4%,0,,,,,,,,,,,,W (Tokyo)
1996,45,24,21,53.3%,48-44,52.2%,421-405,51.0%,3-4,42.9%,0,,,,,,,,,,,,SF (Tokyo)
1995,32,15,17,46.9%,34-38,47.2%,323-309,51.1%,3-0,100.0%,0,,,,,,,,,,,,F (Oakland)
1994,20,9,11,45.0%,22-23,48.9%,209-204,50.6%,1-2,33.3%,0,,,,,,,,,,,,F (Surabaya)
1993,11,3,8,27.3%,10-17,37.0%,107-131,45.0%,0-0,-,0,,,,,,,,,,,,R16 (3x)
1992,5,1,4,20.0%,4-7,36.4%,39-54,41.9%,0-2,0.0%,0,,,,,,,,,,,,R16 (Osaka)
Career,809,426,383,52.7%,948-882,51.8%,8594-8347,50.7%,89-88,50.3%,172,-,-,1.4%,6.8%,64.2%,60.1%,43.7%,54.2%,45.5%,49.8%,0.99,
