Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,512,287,225,56.1%,624-531,54.0%,5489-5161,51.5%,63-56,52.9%,111,-,-,1.2%,7.3%,62.9%,59.3%,43.4%,53.4%,46.4%,49.9%,1.00
Clay,134,62,72,46.3%,147-160,47.9%,1419-1462,49.3%,11-18,37.9%,27,-,-,1.4%,6.9%,65.9%,59.7%,41.8%,53.6%,45.6%,49.5%,0.98
Grass,77,38,39,49.4%,89-87,50.6%,841-822,50.6%,8-9,47.1%,30,-,-,2.1%,4.8%,67.5%,63.2%,47.0%,57.9%,42.2%,50.1%,1.00
Carpet,86,39,47,45.3%,88-104,45.8%,845-902,48.4%,7-5,58.3%,4,-,-,2.4%,7.7%,61.4%,57.0%,41.1%,50.8%,44.3%,47.3%,0.90
Grand Slams,147,84,63,57.1%,188-154,55.0%,1642-1536,51.7%,18-10,64.3%,65,-,-,1.6%,7.1%,63.3%,63.1%,44.4%,56.3%,46.0%,51.0%,1.05
Premiers,306,155,151,50.7%,364-352,50.8%,3353-3350,50.0%,37-41,47.4%,92,-,-,1.2%,6.6%,64.3%,57.9%,43.1%,52.6%,45.9%,49.3%,0.97
Internationals,82,44,38,53.7%,101-89,53.2%,936-878,51.6%,7-10,41.2%,11,-,-,2.6%,6.1%,67.6%,61.6%,43.6%,55.7%,40.9%,48.1%,0.93
Finals,13,6,7,46.2%,15-15,50.0%,134-140,48.9%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,29,12,17,41.4%,25-38,39.7%,279-315,47.0%,2-6,25.0%,3,-,-,0.4%,5.8%,67.7%,53.6%,45.2%,50.9%,39.9%,45.4%,0.81
Quarter-finals,71,29,42,40.8%,63-89,41.4%,669-741,47.4%,10-9,52.6%,8,-,-,1.5%,7.1%,63.9%,56.8%,44.4%,52.3%,41.8%,47.1%,0.88
vs Righties,706,371,335,52.5%,827-776,51.6%,7531-7338,50.6%,79-82,49.1%,154,-,-,1.4%,6.8%,64.2%,59.8%,43.4%,53.9%,45.5%,49.7%,0.99
vs Lefties,62,31,31,50.0%,68-68,50.0%,624-639,49.4%,8-2,80.0%,17,-,-,1.3%,6.1%,64.6%,63.0%,46.4%,57.1%,44.5%,50.6%,1.04
vs Top 10,117,19,98,16.2%,57-202,22.0%,947-1439,39.7%,8-15,34.8%,24,-,-,0.8%,7.3%,64.1%,52.6%,42.0%,48.8%,38.8%,44.0%,0.76
