Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,39,21,18,53.8%,10,8,2,80.0%,1991,2009,QF,11,1.06,2.5%,9.4%,63.2%,64.5%,41.5%,56.0%,46.6%,49.3%,43.8%
Roland Garros,16,Clay,34,18,16,52.9%,4,3,1,75.0%,1993,2009,R16,13,1.04,1.7%,8.3%,63.2%,61.9%,39.1%,53.5%,48.2%,52.5%,45.2%
Wimbledon,17,Grass,48,30,18,62.5%,10,5,5,50.0%,1993,2009,QF,21,1.05,1.7%,5.0%,66.1%,64.7%,49.0%,59.4%,42.7%,63.3%,42.5%
US Open,17,Hard,39,22,17,56.4%,7,4,3,57.1%,1992,2009,R16,20,1.06,1.1%,7.5%,60.3%,61.5%,44.7%,54.9%,47.9%,53.6%,50.5%
Olympics,3,,6,3,3,50.0%,2,1,1,50.0%,2000,2008,QF,0,,,,,,,,,,
Fed Cup,11,,30,13,17,43.3%,7,1,6,14.3%,1996,2009,,1,0.78,1.3%,8.0%,66.7%,64.0%,44.0%,57.3%,33.3%,25.0%,25.0%
Tokyo,15,Hard,65,40,25,61.5%,10,8,2,80.0%,1995,2009,W,6,0.83,2.1%,7.5%,60.8%,55.9%,38.5%,49.1%,42.2%,48.0%,38.6%
San Diego,13,Hard,38,24,14,63.2%,5,4,1,80.0%,1995,2007,F,3,1.07,0.5%,8.2%,63.9%,58.6%,45.3%,53.8%,49.3%,71.4%,38.9%
Rome,13,Clay,24,11,13,45.8%,4,1,3,25.0%,1997,2009,SF,5,0.85,0.8%,6.2%,68.0%,57.9%,36.8%,51.1%,41.6%,50.0%,39.5%
Sydney,13,Hard,24,11,13,45.8%,10,5,5,50.0%,1994,2009,SF,5,0.95,0.5%,11.1%,62.9%,59.5%,35.0%,50.4%,47.2%,44.4%,51.1%
Eastbourne,13,Grass,22,9,13,40.9%,6,3,3,50.0%,1996,2009,QF,4,0.92,1.9%,4.9%,68.2%,61.3%,39.8%,54.4%,41.9%,54.2%,65.4%
Indian Wells,12,Hard,31,19,12,61.3%,5,3,2,60.0%,1996,2009,R16,9,1.01,1.0%,4.6%,67.9%,59.7%,47.2%,55.7%,44.6%,58.8%,43.1%
Zurich,11,Hard,23,12,11,52.2%,3,2,1,66.7%,1997,2008,QF,2,1.08,2.8%,5.6%,59.9%,62.4%,43.9%,54.9%,48.6%,47.1%,40.0%
Miami,10,Hard,22,12,10,54.5%,7,4,3,57.1%,2000,2009,QF,10,1.01,0.5%,6.4%,63.6%,56.3%,41.0%,50.8%,49.7%,44.2%,52.8%
Linz,10,Hard,20,11,9,55.0%,7,3,4,42.9%,1999,2008,W,4,0.92,1.6%,8.4%,63.0%,58.1%,38.7%,50.9%,45.3%,53.3%,41.9%
