Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2022,2025,R128,8,1.06,9.4%,0.3%,75.0%,71.2%,41.0%,63.7%,38.7%,51.1%,40.7%
Roland Garros,3,Clay,3,0,3,0.0%,0,0,0,-,2022,2025,R128,3,0.57,3.1%,4.3%,72.2%,49.6%,28.9%,43.8%,31.9%,51.5%,33.3%
Wimbledon,3,Grass,6,3,3,50.0%,2,1,1,50.0%,2022,2024,R128,6,1.06,8.1%,1.5%,70.0%,71.5%,47.5%,64.3%,38.0%,51.7%,22.6%
US Open,3,Hard,5,2,3,40.0%,0,0,0,-,2022,2024,Q3,5,0.91,7.4%,3.9%,65.2%,65.9%,49.4%,60.2%,36.2%,55.6%,44.4%
Tampico 125,2,Hard,6,5,1,83.3%,2,1,1,50.0%,2023,2025,W,6,1.10,12.0%,3.1%,63.9%,67.5%,52.7%,62.1%,41.7%,62.5%,41.1%
Guadalajara,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,R32,2,0.50,5.7%,11.3%,63.2%,62.7%,33.3%,51.9%,24.2%,38.5%,28.6%
Guadalajara 125,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2024,2025,QF,4,1.18,12.8%,6.6%,59.4%,77.2%,50.4%,66.3%,39.8%,61.1%,27.8%
Bogota,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2022,2025,R16,4,1.08,7.2%,4.5%,62.5%,68.3%,39.2%,57.4%,46.2%,54.8%,35.6%
Auckland,1,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2024,R32,3,0.97,11.0%,1.1%,75.0%,66.7%,54.4%,63.6%,35.2%,64.0%,31.6%
Beijing,2,Hard,4,1,3,25.0%,1,0,1,0.0%,2023,2024,R128,4,0.87,6.0%,3.7%,63.7%,68.2%,41.2%,58.4%,36.0%,45.8%,47.6%
