Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,3,12,20.0%,9-24,27.3%,149-189,44.1%,3-3,50.0%,15,74.0%,13.5%,7.9%,3.7%,65.9%,69.7%,44.0%,60.9%,32.6%,47.0%,0.83
Clay,3,1,2,33.3%,3-4,42.9%,31-29,51.7%,0-1,0.0%,3,60.0%,44.8%,3.5%,6.1%,62.3%,60.6%,38.4%,52.2%,48.3%,50.3%,1.01
Grass,9,4,5,44.4%,10-10,50.0%,102-100,50.5%,1-2,33.3%,9,75.2%,26.5%,10.3%,2.2%,70.6%,68.4%,46.2%,61.9%,38.5%,50.3%,1.01
Grand Slams,5,0,5,0.0%,1-10,9.1%,41-65,38.7%,0-1,0.0%,5,64.8%,13.7%,10.9%,1.8%,73.1%,62.4%,39.3%,56.2%,31.5%,44.2%,0.72
Premiers,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,70.0%,10.0%,6.5%,8.1%,64.5%,70.0%,36.4%,58.1%,27.6%,43.3%,0.66
Internationals,17,8,9,47.1%,20-18,52.6%,197-185,51.6%,3-4,42.9%,17,75.5%,26.8%,7.5%,3.9%,65.5%,69.3%,46.2%,61.3%,39.4%,50.6%,1.02
Semi-finals,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,73.3%,6.7%,5.5%,1.8%,64.2%,64.3%,53.8%,60.6%,26.8%,46.1%,0.68
Quarter-finals,2,1,1,50.0%,2-3,40.0%,24-23,51.1%,0-0,-,2,79.2%,21.7%,8.8%,4.8%,61.2%,73.3%,52.6%,65.3%,36.2%,51.6%,1.04
vs Righties,25,6,19,24.0%,18-38,32.1%,256-304,45.7%,3-6,33.3%,25,72.1%,19.4%,8.5%,3.3%,67.1%,67.6%,43.7%,59.7%,35.3%,47.8%,0.88
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,100.0%,57.1%,1.8%,5.4%,64.3%,77.8%,50.0%,67.9%,54.0%,61.3%,1.68
