Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
13-Oct-2025,Tampico 125,Hard,R32,288,223,(7) Kayla Cross [CAN] d. Bektas,6-4 6-2,0.66,6.6%,1.6%,63.9%,59.0%,40.9%,2/6,1:16
29-Sep-2025,W50 Rancho Santa Fe CA,Hard,QF,305,573,Katrina Scott [USA] d. Bektas,0-0 RET,,,,,,,,
29-Sep-2025,W50 Rancho Santa Fe CA,Hard,R16,305,154,Bektas d. Louisa Chirico [USA],6-1 5-7 6-4,1.18,5.3%,1.1%,68.4%,73.8%,46.7%,6/8,2:25
29-Sep-2025,W50 Rancho Santa Fe CA,Hard,R32,305,393,Bektas d. Maria Kozyreva [RUS],6-1 6-4,1.44,9.2%,1.5%,72.3%,68.1%,50.0%,4/5,1:31
22-Sep-2025,W75 Templeton CA,Hard,SF,305,258,Kayla Cross [CAN] d. Bektas,6-3 6-3,0.60,3.6%,0.0%,78.6%,50.0%,58.3%,4/8,1:04
22-Sep-2025,W75 Templeton CA,Hard,QF,305,318,Bektas d. Mary Stoiana [USA],6-4 0-1,1.09,0.0%,3.1%,53.1%,58.8%,46.7%,2/4,1:15
22-Sep-2025,W75 Templeton CA,Hard,R16,305,445,Bektas d. Usue Maitane Arconada [USA],6-4 6-3,2.36,8.0%,2.0%,64.0%,93.8%,66.7%,0/0,1:27
22-Sep-2025,W75 Templeton CA,Hard,R32,305,274,Bektas d. Fiona Crawley [USA],6-2 6-1,2.15,7.3%,0.0%,75.6%,74.2%,80.0%,1/1,1:18
08-Sep-2025,Guadalajara,Hard,Q1,312,161,(7) Darja Vidmanova [CZE] d. Bektas,6-2 6-1,0.33,4.5%,15.9%,61.4%,51.9%,29.4%,3/8,0:55
01-Sep-2025,Guadalajara 125,Hard,R32,292,418,Kayla Day [USA] d. Bektas,6-4 3-6 6-4,1.00,7.9%,9.0%,53.9%,72.9%,58.5%,3/5,1:59
07-Aug-2025,Cincinnati,Hard,R128,301,267,Anastasija Sevastova [LAT] d. (Q) Bektas,6-4 6-7(6) 6-1,0.79,8.6%,6.2%,64.2%,78.8%,44.8%,1/4,1:57
07-Aug-2025,Cincinnati,Hard,Q2,301,72,Bektas d. (3) Solana Sierra [ARG],6-3 7-5,1.37,4.8%,0.0%,66.7%,69.0%,66.7%,2/4,1:13
07-Aug-2025,Cincinnati,Hard,Q1,301,118,Bektas d. (21) Katarzyna Kawa [POL],6-1 6-1,2.82,13.5%,2.7%,59.5%,81.8%,73.3%,0/0,0:58
21-Jul-2025,W100 Figueira da Foz,Hard,R32,304,259,Alina Korneeva [RUS] d. Bektas,6-1 6-4,0.66,1.9%,11.3%,64.2%,44.1%,26.3%,3/10,1:03
14-Jul-2025,Porto 125,Hard,R32,308,220,Viktoria Hruncakova [SVK] d. (Q) Bektas,6-4 6-7(4) 7-6(6),0.93,11.7%,2.5%,72.5%,77.0%,42.4%,9/12,2:39
14-Jul-2025,Porto 125,Hard,Q2,308,268,(6) Bektas d. (3) Mei Yamaguchi [JPN],6-0 6-4,1.65,14.8%,1.9%,68.5%,78.4%,52.9%,2/2,1:23
14-Jul-2025,Porto 125,Hard,Q1,308,575,(6) Bektas d. Rinko Matsuda [JPN],6-2 7-5,1.64,3.3%,3.3%,68.9%,76.2%,57.9%,4/5,1:32
07-Jul-2025,Newport 125,Grass,R32,305,160,(5) Destanee Aiava [AUS] d. Bektas,6-7(4) 6-3 7-6(5),0.64,4.3%,3.6%,73.4%,66.7%,35.1%,10/13,2:28
30-Jun-2025,W100 Cary NC,Hard,R32,305,161,Lucrezia Stefanini [ITA] d. Bektas,7-5 6-3,0.80,2.6%,10.3%,60.3%,70.2%,35.5%,5/8,1:42
