Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Bogota R32,W vs Torres Murcia,76.0%,63.2%,4.0%,1/1,2.22,4.9%,80.0%,67.9%,2.9%,2.14,7.7%,83.3%,50.0%,8.3%,2.35,0.0%
2022 Wimbledon R128,L vs Andreescu,38.1%,50.0%,11.9%,4/1,2.33,21.1%,27.3%,33.3%,9.1%,2.17,28.6%,55.6%,60.0%,16.7%,2.75,0.0%
2021 San Jose R32,L vs Garcia,58.7%,37.8%,7.9%,2/3,2.33,2.0%,48.7%,47.4%,12.8%,2.14,3.1%,90.0%,27.8%,0.0%,2.70,0.0%
Last 52 Weeks (1 matches),,76.0%,63.2%,4.0%,50.0%,2.22,4.9%,80.0%,67.9%,2.9%,2.14,7.7%,83.3%,50.0%,8.3%,2.35,0.0%
Career (3 matches),,58.7%,50.5%,7.7%,58.3%,2.29,8.5%,55.2%,56.6%,8.3%,2.15,12.8%,76.0%,42.1%,8.0%,2.59,0.0%
