Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,27,12,15,44.4%,26-30,46.4%,267-261,50.6%,3-3,50.0%,25,74.9%,27.1%,7.4%,4.0%,66.9%,67.8%,47.8%,61.2%,39.9%,50.7%,1.03,SF (2x)
2024,25,17,8,68.0%,35-22,61.4%,299-252,54.3%,9-3,75.0%,7,81.3%,26.0%,10.6%,3.8%,63.4%,74.0%,48.0%,64.5%,41.1%,52.1%,1.16,W (W75 Kurume)
2023,51,39,12,76.5%,82-38,68.3%,650-479,57.6%,10-7,58.8%,7,79.0%,32.1%,12.8%,2.9%,65.2%,69.0%,52.5%,63.3%,42.4%,52.2%,1.16,W (3x)
2022,29,16,13,55.2%,37-28,56.9%,330-299,52.5%,8-1,88.9%,0,,,,,,,,,,,,W (W25 Funchal)
2021,21,12,9,57.1%,27-19,58.7%,236-190,55.4%,3-4,42.9%,0,,,,,,,,,,,,W (W60 Las Vegas NV)
2020,5,1,4,20.0%,3-8,27.3%,45-58,43.7%,0-2,0.0%,0,,,,,,,,,,,,R16 (W25 Petit-Bourg (Guadeloupe))
2019,27,13,14,48.1%,36-29,55.4%,315-297,51.5%,4-3,57.1%,0,,,,,,,,,,,,SF (W60 Templeton CA)
2018,18,8,10,44.4%,18-21,46.2%,194-196,49.7%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
2017,44,22,22,50.0%,49-52,48.5%,466-484,49.1%,5-4,55.6%,1,28.6%,0.0%,1.9%,3.7%,63.0%,52.9%,25.0%,42.6%,20.0%,33.7%,0.35,W (Albuquerque NM $80K)
2016,27,16,11,59.3%,34-26,56.7%,303-262,53.6%,3-6,33.3%,0,,,,,,,,,,,,W (Mexico City $10K)
2014,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Sacramento CA 50K)
2013,8,6,2,75.0%,12-5,70.6%,88-69,56.1%,0-0,-,0,,,,,,,,,,,,W (Evansville IN 10K)
2012,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Evansville IN 10K)
Career,284,162,122,57.0%,359-282,56.0%,3201-2871,52.7%,48-37,56.5%,40,76.1%,27.4%,8.9%,3.7%,65.9%,68.8%,48.3%,61.8%,40.4%,51.0%,1.06,
