Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Bogota R32,W vs Torres Murcia,62% (8/13),100% (4/4),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Andreeva,68% (13/19),33% (2/6),1/1,0/0,67% (4/6),0/2,0/1,50% (3/6),33% (2/6)
2022 Wimbledon R128,L vs Andreescu,43% (3/7),100% (1/1),0/0,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2021 San Jose R32,L vs Garcia,50% (7/14),0% (0/4),0/0,0/0,86% (12/14),4/6,4/5,- (0/0),- (0/0)
2019 W25 Karuizawa R32,W vs Ushijima,56% (9/16),44% (4/9),2/6,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W60 Kurume R16,L vs Watson,59% (10/17),50% (2/4),1/2,0/0,64% (7/11),5/7,5/6,- (0/0),- (0/0)
2019 W60 Fukuoka QF,L vs Ahn,78% (7/9),43% (3/7),1/1,0/0,14% (1/7),1/3,1/2,- (0/0),- (0/0)
2019 W60 Fukuoka R16,W vs Kobori,70% (7/10),63% (5/8),2/4,1/1,67% (4/6),0/0,0/0,43% (3/7),71% (5/7)
2019 W60 Fukuoka R32,W vs Shibahara,100% (9/9),43% (3/7),2/5,1/4,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Sunderland R32,L vs Marcinkevica,33% (5/15),20% (1/5),0/0,0/0,60% (6/10),3/5,3/4,- (0/0),- (0/0)
2019 W25 Kofu R16,L vs Kobori,67% (6/9),57% (4/7),1/1,0/0,36% (4/11),1/3,1/2,- (0/0),- (0/0)
2017 Toyota $60K R32,L vs Buzarnescu,37% (7/19),- (0/0),0/0,0/0,67% (6/9),1/3,0/1,- (0/0),- (0/0)
2017 Hua Hin R32,L vs Duan,22% (2/9),- (0/0),0/0,0/0,17% (1/6),1/3,1/2,- (0/0),- (0/0)
2017 Saguenay $60K R32,L vs Elbaba,50% (7/14),31% (4/13),1/1,0/0,13% (1/8),0/2,0/1,- (0/0),- (0/0)
2017 Florence SC $25K R16,L vs Eikeri,23% (3/13),38% (3/8),0/0,0/0,33% (3/9),5/7,3/4,- (0/0),- (0/0)
2017 Florence SC $25K R32,W vs Hsu,70% (7/10),35% (7/20),2/3,1/2,30% (3/10),2/3,2/2,- (0/0),- (0/0)
2017 Templeton CA $60K R32,L vs Gleason,50% (7/14),8% (1/12),0/3,0/0,40% (2/5),0/2,0/1,50% (3/6),33% (2/6)
2017 Albuquerque NM $80K F,W vs Sanchez,67% (6/9),32% (6/19),2/6,1/2,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2017 Albuquerque NM $80K SF,W vs Reix,52% (11/21),8% (1/13),2/3,1/1,- (0/0),0/0,0/0,60% (3/5),80% (4/5)
2017 Albuquerque NM $80K QF,W vs Karatantcheva,62% (13/21),63% (5/8),2/2,1/1,57% (4/7),0/1,0/0,40% (2/5),33% (2/6)
2025 (1 matches),,61.5%,100.0%,100.0%,100.0%,100.0%,-,-,-,-
2024 (1 matches),,68.4%,33.3%,100.0%,-,66.7%,0.0%,0.0%,50.0%,33.3%
2022 (1 matches),,42.9%,100.0%,-,-,50.0%,33.3%,50.0%,-,-
2021 (1 matches),,50.0%,0.0%,-,-,85.7%,66.7%,80.0%,-,-
2019 (7 matches),,62.4%,46.8%,47.4%,37.5%,50.0%,55.6%,71.4%,42.9%,71.4%
Career (64 matches),,58.2%,37.3%,53.5%,56.9%,56.8%,45.5%,53.3%,60.9%,39.1%
