Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Bogota R32,W vs Torres Murcia,1.07,1.80,36.5,2.0,3.4%,72.4%,0.0%,63.0%,40.0%,68.0%
2024 Wimbledon R128,L vs Andreeva,0.87,0.85,72.0,2.8,11.5%,69.2%,15.2%,60.9%,42.9%,23.9%
2022 Wimbledon R128,L vs Andreescu,1.15,0.49,39.6,2.2,7.1%,53.6%,7.7%,34.6%,18.2%,30.0%
2021 San Jose R32,L vs Garcia,0.93,0.62,46.4,2.2,12.8%,53.8%,10.5%,60.5%,22.9%,35.7%
2019 W25 Karuizawa R32,W vs Ushijima,1.15,1.53,45.3,2.2,-,76.5%,-,54.8%,40.0%,50.0%
2019 W60 Kurume R16,L vs Watson,1.04,0.73,55.7,6.9,-,52.0%,-,63.0%,38.1%,20.0%
2019 W60 Fukuoka QF,L vs Ahn,0.98,0.75,52.3,2.4,-,53.7%,-,45.7%,35.9%,41.2%
2019 W60 Fukuoka R16,W vs Kobori,0.92,1.22,66.1,2.6,2.9%,58.8%,0.0%,60.0%,51.2%,56.4%
2019 W60 Fukuoka R32,W vs Shibahara,1.10,2.21,40.1,2.0,12.0%,80.0%,10.0%,80.0%,34.4%,46.7%
2019 W25 Sunderland R32,L vs Marcinkevica,0.96,0.68,44.0,2.2,2.8%,50.0%,2.9%,51.4%,38.2%,31.3%
2019 W25 Kofu R16,L vs Kobori,0.98,0.70,43.9,2.2,0.0%,57.9%,0.0%,37.8%,40.6%,33.3%
2017 Toyota $60K R32,L vs Buzarnescu,1.04,0.43,52.5,2.5,5.1%,64.1%,5.3%,47.4%,11.5%,26.1%
2017 Hua Hin R32,L vs Duan,0.88,0.31,32.1,2.0,3.7%,48.1%,0.0%,37.0%,25.0%,13.3%
2017 Saguenay $60K R32,L vs Elbaba,0.90,0.82,58.5,8.4,6.7%,60.0%,5.0%,45.0%,44.4%,40.8%
2017 Florence SC $25K R16,L vs Eikeri,0.93,0.76,54.5,2.2,0.0%,55.6%,0.0%,37.1%,43.8%,43.8%
2017 Florence SC $25K R32,W vs Hsu,1.10,1.13,70.5,118.5,11.9%,50.0%,5.1%,53.8%,59.3%,38.5%
2017 Templeton CA $60K R32,L vs Gleason,0.92,0.82,66.5,2.2,15.8%,63.2%,0.0%,50.0%,48.8%,26.8%
2017 Albuquerque NM $80K F,W vs Sanchez,1.06,1.34,47.1,2.5,3.0%,60.6%,0.0%,53.6%,57.1%,50.0%
2017 Albuquerque NM $80K SF,W vs Reix,1.09,1.38,63.7,2.1,7.9%,73.7%,2.6%,63.2%,41.5%,38.5%
2017 Albuquerque NM $80K QF,W vs Karatantcheva,1.12,1.15,68.6,3.5,1.8%,66.7%,1.9%,53.8%,37.0%,44.7%
2025 (1 matches),,1.07,1.80,36.5,2.0,3.4%,72.4%,0.0%,63.0%,40.0%,68.0%
2024 (1 matches),,0.87,0.85,72.0,2.8,11.5%,69.2%,15.2%,60.9%,42.9%,23.9%
2022 (1 matches),,1.15,0.49,39.6,2.2,7.1%,53.6%,7.7%,34.6%,18.2%,30.0%
2021 (1 matches),,0.93,0.62,46.4,2.2,12.8%,53.8%,10.5%,60.5%,22.9%,35.7%
2019 (7 matches),,1.01,0.95,50.4,2.5,1.9%,59.7%,1.3%,54.7%,40.1%,40.0%
Career (64 matches),,1.00,0.96,54.6,2.6,5.7%,60.1%,2.7%,56.0%,39.4%,40.6%
