Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,6,7,46.2%,13-17,43.3%,150-153,49.5%,1-3,25.0%,13,68.4%,32.5%,3.2%,4.4%,64.5%,63.4%,48.0%,57.9%,42.3%,50.1%,1.01,QF (2x)
2025,27,11,16,40.7%,25-36,41.0%,253-299,45.8%,2-4,33.3%,27,64.0%,28.8%,1.8%,5.3%,61.5%,62.1%,46.0%,55.9%,40.0%,47.8%,0.91,SF (Hersonissos 4)
2024,25,13,12,52.0%,29-30,49.2%,261-264,49.7%,2-1,66.7%,25,72.6%,27.0%,4.6%,4.5%,62.9%,66.2%,49.7%,60.1%,39.4%,49.5%,0.99,W (Kachreti)
2023,2,0,2,0.0%,1-4,20.0%,17-25,40.5%,0-0,-,2,57.1%,23.8%,0.0%,5.0%,62.6%,60.9%,40.4%,53.2%,39.6%,46.2%,0.85,R32 (2x)
2022,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,60.0%,20.0%,3.2%,9.5%,50.8%,65.6%,48.4%,57.1%,31.7%,44.7%,0.74,R32 (Cassis)
Career,68,30,38,44.1%,68-89,43.3%,689-754,47.7%,5-9,35.7%,68,67.8%,28.7%,3.0%,4.9%,62.6%,63.8%,47.6%,57.7%,40.1%,48.8%,0.95,
