Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Koksijde R16,L vs Kempen,0.91,0.87,75.2,14.2,-,52.8%,-,64.7%,28.1%,52.9%
2019 W60 Versmold R16,L vs Schoofs,1.04,0.91,75.0,4.7,-,44.7%,-,42.4%,46.2%,52.9%
2019 W25 Essen QF,W vs Chwalinska,1.05,1.38,50.0,2.1,-,55.6%,-,57.1%,61.1%,53.1%
2019 Strasbourg R32,L vs Kostyuk,1.00,0.66,43.0,2.9,3.0%,39.4%,3.6%,50.0%,38.7%,34.6%
2019 W60 Saint Gaudens R16,L vs Zhuk,0.98,0.91,45.9,3.5,-,49.1%,-,57.1%,53.1%,32.8%
2019 W25 Santa Margherita Di Pula QF,L vs Halbauer,0.99,0.71,47.7,2.6,0.0%,41.9%,0.0%,37.9%,47.1%,39.4%
2019 W25 Santa Margherita Di Pula R16,W vs Chiesa,1.12,1.29,56.5,2.7,3.2%,51.6%,0.0%,50.0%,55.9%,58.1%
2019 W25 Santa Margherita Di Pula R32,W vs Compson,1.18,2.12,28.7,2.2,-,57.9%,-,64.7%,59.1%,81.0%
2019 W25 Santa Margherita Di Pula R32,L vs Bondar,0.93,0.77,57.9,2.1,0.0%,39.4%,0.0%,56.3%,45.0%,40.5%
2019 W25 Sao Paulo R32,L vs Paolini,1.04,0.83,72.7,2.6,-,44.2%,-,45.0%,47.9%,40.0%
2019 W25 Altenkirchen SF,L vs Ma,0.87,0.68,55.4,2.7,0.0%,40.7%,0.0%,33.3%,43.6%,55.6%
2019 W25 Altenkirchen QF,W vs Reix,1.31,1.53,39.5,4.0,0.0%,50.0%,0.0%,65.4%,43.2%,57.1%
2019 W25 Altenkirchen R16,W vs Ivakhnenko,0.95,1.34,51.7,5.0,0.0%,63.9%,6.1%,60.6%,55.0%,51.4%
2019 W25 Altenkirchen R32,W vs Berberovic,1.11,1.71,46.3,3.6,0.0%,58.1%,3.4%,82.8%,47.5%,44.4%
2019 W25 Plantation FL R16,L vs Osorio,1.06,0.82,60.7,2.0,-,36.1%,-,37.1%,46.7%,51.3%
2019 W25 Plantation FL R32,W vs Elbaba,1.08,2.14,33.5,2.0,4.2%,70.8%,0.0%,70.0%,57.7%,60.0%
2019 W25 Daytona Beach FL QF,L vs Min,0.98,0.77,63.1,2.7,-,40.5%,-,63.2%,31.6%,45.9%
2019 W25 Daytona Beach FL R16,W vs Alves,1.12,1.50,47.5,3.1,-,50.0%,-,68.0%,50.0%,61.5%
2017 Hammamet $15K SF,L vs Terziyska,0.90,0.61,47.8,2.0,3.6%,64.3%,0.0%,44.0%,25.0%,37.5%
2017 Hammamet $15K QF,W vs Suvrijn,0.96,1.60,48.7,2.3,0.0%,62.5%,0.0%,69.6%,53.6%,59.3%
2019 (18 matches),,1.03,1.03,54.7,2.9,0.5%,48.7%,0.7%,55.6%,46.9%,49.2%
2017 (49 matches),,1.04,1.19,55.9,2.6,2.2%,56.5%,1.3%,58.7%,48.7%,48.8%
2016 (29 matches),,1.00,0.95,55.6,2.6,1.1%,52.2%,1.1%,53.5%,45.3%,43.4%
2015 (18 matches),,1.01,0.95,63.5,3.0,1.2%,50.9%,0.9%,53.9%,42.9%,46.8%
2014 (23 matches),,1.02,1.12,54.2,2.5,1.6%,52.3%,0.4%,55.8%,50.9%,50.1%
Career (147 matches),,1.02,1.06,55.9,2.7,1.4%,53.0%,0.9%,55.5%,47.3%,47.8%
