Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,5,2,3,40.0%,1995,2007,R16,4,1.00,0.3%,2.5%,72.0%,58.5%,49.4%,56.0%,44.2%,53.8%,35.7%
Roland Garros,11,Clay,14,3,11,21.4%,2,0,2,0.0%,1996,2007,R64,4,0.94,0.0%,3.7%,75.1%,50.7%,40.5%,48.1%,48.5%,52.2%,37.5%
Wimbledon,11,Grass,22,11,11,50.0%,3,1,2,33.3%,1997,2007,R16,5,0.76,0.3%,3.2%,73.6%,58.4%,37.3%,52.9%,36.1%,56.0%,34.6%
US Open,12,Hard,19,7,12,36.8%,5,2,3,40.0%,1995,2007,R64,3,0.93,0.0%,7.6%,68.3%,54.5%,41.3%,50.3%,46.3%,50.0%,50.0%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2004,2004,R32,0,,,,,,,,,,
Fed Cup,4,,18,14,4,77.8%,0,0,0,-,2003,2007,,0,,,,,,,,,,
Hobart,11,Hard,23,11,12,47.8%,4,3,1,75.0%,1995,2006,SF,0,,,,,,,,,,
Auckland,10,Hard,19,8,11,42.1%,6,3,3,50.0%,1996,2007,QF,0,,,,,,,,,,
Indian Wells,9,Hard,15,6,9,40.0%,1,1,0,100.0%,1997,2007,R32,2,0.83,0.6%,4.2%,75.0%,54.8%,26.2%,47.6%,43.4%,58.1%,57.1%
Birmingham,8,Grass,16,8,8,50.0%,5,2,3,40.0%,1997,2007,QF,2,0.88,0.0%,2.2%,73.6%,52.2%,52.1%,52.2%,42.0%,64.3%,24.0%
Rome,7,Clay,14,7,7,50.0%,1,1,0,100.0%,1997,2006,R32,0,,,,,,,,,,
San Diego,7,Hard,9,2,7,22.2%,2,0,2,0.0%,1997,2005,R32,0,,,,,,,,,,
