Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Beijing R64,L vs Zheng,24.2%,27.4%,31.1%,26.1%,28.3%,29.4%,56.5%,91.3%,100.0%,21.4%,28.6%,36.4%,42.9%,71.4%,0.0%,47
2025 Guadalajara F,L vs Jovic,16.7%,24.1%,34.1%,13.5%,24.3%,31.3%,23.5%,35.0%,37.5%,30.8%,30.8%,44.4%,14.3%,50.0%,100.0%,152
2025 Guadalajara SF,W vs Jacquemot,6.7%,14.7%,59.7%,1.7%,11.7%,62.7%,41.4%,87.1%,100.0%,33.3%,33.3%,37.5%,40.0%,85.7%,100.0%,137
2025 Rome R64,L vs Andreeva,9.8%,9.8%,38.9%,12.5%,12.5%,40.5%,26.3%,51.7%,60.0%,0.0%,0.0%,33.3%,12.5%,25.0%,50.0%,-119
2025 Merida F,L vs Navarro,13.2%,18.4%,20.7%,10.0%,15.0%,22.2%,30.0%,60.0%,66.7%,21.4%,28.6%,18.2%,25.0%,83.3%,66.7%,73
2025 Merida R32,W vs Carle,15.7%,17.1%,48.2%,16.3%,18.4%,51.2%,52.2%,80.8%,77.8%,16.7%,16.7%,40.0%,33.3%,66.7%,100.0%,46
2019 Bogota R32,L vs Schoofs,20.3%,23.7%,32.6%,25.7%,31.4%,34.6%,53.3%,50.0%,80.0%,13.0%,13.0%,30.0%,15.4%,60.0%,66.7%,-54
2018 Bogota R32,W vs Cepede Royg,21.8%,29.5%,44.8%,21.4%,32.1%,50.0%,52.0%,77.4%,100.0%,26.3%,26.3%,28.6%,10.0%,66.7%,100.0%,61
Last 52 Weeks (4 matches),,13.9%,18.7%,43.0%,12.6%,18.3%,44.3%,38.6%,68.0%,72.0%,21.6%,23.5%,37.5%,25.9%,62.5%,66.7%,89
Career (8 matches),,16.1%,20.7%,41.2%,15.7%,21.7%,43.9%,43.5%,68.9%,77.6%,20.0%,21.6%,33.0%,22.4%,65.5%,73.7%,70
