Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Beijing R64,L vs Zheng,77.8%,40.5%,7.4%,2/2,2.54,4.4%,84.4%,40.7%,6.3%,2.49,5.9%,83.3%,40.0%,11.1%,2.68,0.0%
2025 Guadalajara F,L vs Jovic,80.0%,53.6%,7.1%,1/4,2.15,0.0%,80.9%,52.6%,10.6%,2.14,0.0%,81.8%,55.6%,0.0%,2.16,0.0%
2025 Guadalajara SF,W vs Jacquemot,67.5%,46.2%,1.3%,0/1,2.53,15.4%,78.0%,53.1%,2.4%,2.51,17.5%,87.0%,35.0%,0.0%,2.73,0.0%
2025 Rome R64,L vs Andreeva,86.2%,48.2%,4.6%,0/3,2.02,1.9%,90.0%,48.9%,4.0%,2.11,2.4%,84.6%,45.5%,7.7%,1.73,0.0%
2025 Merida F,L vs Navarro,83.3%,26.7%,2.8%,1/0,2.19,0.0%,88.0%,27.3%,0.0%,2.12,0.0%,88.9%,25.0%,11.1%,2.31,0.0%
2025 Merida R32,W vs Carle,93.4%,59.6%,1.6%,1/0,2.80,0.0%,95.3%,63.4%,0.0%,2.80,0.0%,94.1%,50.0%,5.9%,2.79,0.0%
2019 Bogota R32,L vs Schoofs,69.1%,48.9%,0.0%,0/0,2.08,7.1%,77.3%,44.1%,0.0%,2.22,13.0%,76.5%,61.5%,0.0%,1.91,0.0%
2018 Bogota R32,W vs Cepede Royg,71.4%,66.0%,2.9%,1/1,2.32,0.0%,73.8%,64.5%,2.4%,2.24,0.0%,82.6%,68.4%,4.3%,2.56,0.0%
Last 52 Weeks (4 matches),,77.4%,47.6%,4.9%,23.1%,2.33,6.3%,83.5%,49.3%,5.9%,2.34,7.9%,84.2%,43.8%,3.9%,2.29,0.0%
Career (8 matches),,77.8%,50.3%,3.4%,35.3%,2.35,4.1%,83.3%,50.7%,3.4%,2.36,5.5%,84.5%,49.2%,4.2%,2.33,0.0%
