Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,7,16,30.4%,17-32,34.7%,193-244,44.2%,1-2,33.3%,23,53.7%,35.0%,1.4%,3.6%,69.6%,55.0%,45.2%,52.0%,44.4%,48.1%,0.92
Clay,10,5,5,50.0%,11-13,45.8%,109-115,48.7%,2-1,66.7%,10,55.0%,42.0%,0.7%,4.0%,71.5%,56.0%,46.1%,53.2%,46.6%,49.8%,1.00
Grass,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,40.0%,36.4%,0.0%,10.6%,69.7%,47.8%,40.0%,45.5%,46.3%,45.9%,0.85
Grand Slams,5,1,4,20.0%,2-9,18.2%,35-58,37.6%,0-0,-,5,47.7%,28.6%,0.4%,5.4%,68.8%,51.4%,45.7%,49.6%,42.0%,45.3%,0.83
Premiers,8,5,3,62.5%,10-5,66.7%,72-58,55.4%,1-0,100.0%,8,58.5%,50.7%,1.3%,4.4%,72.5%,58.4%,43.5%,54.3%,51.2%,52.7%,1.12
Internationals,6,1,5,16.7%,2-11,15.4%,46-73,38.7%,0-1,0.0%,6,50.0%,28.3%,1.0%,3.0%,66.8%,53.2%,46.6%,51.0%,42.0%,46.3%,0.86
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,25.0%,33.3%,1.9%,7.4%,68.5%,40.5%,47.1%,42.6%,44.3%,43.5%,0.77
Semi-finals,2,1,1,50.0%,3-2,60.0%,29-28,50.9%,1-1,50.0%,2,64.3%,37.0%,1.6%,3.7%,73.7%,63.6%,38.0%,56.8%,43.2%,50.0%,1.00
Quarter-finals,2,2,0,100.0%,4-0,100.0%,24-12,66.7%,0-0,-,2,82.4%,52.6%,0.9%,5.7%,76.4%,66.7%,52.0%,63.2%,50.8%,56.6%,1.38
vs Righties,29,8,21,27.6%,19-44,30.2%,247-329,42.9%,3-3,50.0%,29,50.9%,34.9%,1.0%,3.9%,70.3%,54.0%,45.2%,51.4%,44.2%,47.7%,0.91
vs Lefties,4,3,1,75.0%,7-3,70.0%,50-36,58.1%,0-0,-,4,69.0%,47.7%,1.9%,4.5%,69.2%,63.0%,42.7%,56.8%,50.0%,53.2%,1.16
vs Top 10,4,0,4,0.0%,0-8,0.0%,19-48,28.4%,0-0,-,4,34.4%,22.9%,1.4%,2.3%,73.7%,48.1%,40.4%,46.1%,38.5%,42.2%,0.71
