Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Beijing R64,L vs Zheng,0.0%,-,3.4%,25.0%,3.1%,4.5%,33.3%,3.6%,0.0%,0.6%,0.0%,-123,-79
2025 Guadalajara F,L vs Jovic,9.4%,20.0%,14.5%,38.9%,8.3%,15.0%,0.0%,5.9%,13.3%,2.6%,0.0%,-65,-51
2025 Guadalajara SF,W vs Jacquemot,1.4%,0.0%,23.7%,75.0%,10.0%,14.6%,3.7%,10.6%,60.0%,0.4%,0.0%,-14,-40
2025 Rome R64,L vs Andreeva,3.3%,50.0%,12.7%,62.5%,3.3%,11.8%,0.0%,5.7%,12.5%,0.6%,50.0%,-98,-99
2025 Merida F,L vs Navarro,0.0%,-,6.8%,60.0%,4.9%,9.1%,0.0%,6.8%,20.0%,2.2%,0.0%,-111,-96
2025 Merida R32,W vs Carle,0.0%,-,15.3%,40.0%,6.0%,6.4%,8.3%,3.0%,14.3%,0.2%,0.0%,-162,-144
2019 Bogota R32,L vs Schoofs,0.0%,-,11.0%,78.6%,9.1%,8.6%,50.0%,1.9%,11.1%,0.0%,-,27,22
2018 Bogota R32,W vs Cepede Royg,0.0%,-,2.0%,100.0%,5.1%,16.3%,0.0%,0.0%,0.0%,0.0%,-,-72,-52
Last 52 Weeks (4 matches),,3.2%,25.0%,14.3%,60.8%,6.5%,12.0%,4.3%,6.6%,17.5%,0.9%,11.1%,-72,-68
Career (8 matches),,1.6%,25.0%,11.6%,60.3%,6.2%,11.0%,5.6%,4.6%,15.0%,0.6%,7.1%,-85,-73
