Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),106,755,169,1608,163,1568,156,1554,176,1439,514,135,,
2025,49,1161,138,1653,122,1627,142,1577,168,1462,1106,31
2024,169,422,214,1512,218,1468,177,1501,178,1434,788,58
2023,116,635,153,1600,156,1550,156,1526,110,1530,,
2022,399,123,290,1386,255,1389,294,1306,183,1396,,
2021,240,299,,,,,,,,,,
2020,496,84,,,,,,,,,579,91
2019,545,63,,,,,,,,,602,72
2018,405,80,,,,,,,,,,
2017,502,61,,,,,,,,,,
2016,825,16,,,,,,,,,,
