Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,32,19,13,59.4%,15,10,5,66.7%,2012,2024,R64,29,1.03,7.6%,3.4%,60.1%,70.9%,53.6%,64.0%,37.2%,65.1%,41.7%
Roland Garros,13,Clay,25,12,13,48.0%,9,2,7,22.2%,2012,2024,R128,19,0.94,4.8%,3.0%,60.2%,66.2%,50.1%,59.8%,37.8%,51.6%,37.7%
Wimbledon,12,Grass,35,23,12,65.7%,13,5,8,38.5%,2012,2024,R16,23,1.04,8.0%,4.4%,56.9%,70.6%,53.6%,63.2%,38.2%,60.6%,45.3%
US Open,13,Hard,20,7,13,35.0%,11,5,6,45.5%,2011,2024,R32,19,0.91,7.6%,4.8%,57.2%,70.2%,48.9%,61.1%,35.4%,60.7%,29.7%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.55,0.0%,7.9%,57.9%,27.3%,37.5%,31.6%,37.5%,14.3%,33.3%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2023,2023,,0,,,,,,,,,,
Indian Wells Masters,12,Hard,18,6,12,33.3%,4,1,3,25.0%,2011,2024,R64,18,0.95,3.8%,4.0%,55.9%,64.8%,45.1%,56.1%,41.8%,46.1%,37.2%
Washington,11,Hard,18,7,11,38.9%,8,3,5,37.5%,2009,2023,QF,17,0.87,7.3%,4.6%,55.6%,69.9%,49.4%,60.8%,34.2%,61.5%,38.8%
Houston,10,Clay,18,8,10,44.4%,8,3,5,37.5%,2011,2024,R16,18,0.99,6.1%,4.2%,56.9%,70.8%,51.9%,62.6%,37.1%,58.8%,38.8%
Miami Masters,10,Hard,17,7,10,41.2%,10,3,7,30.0%,2012,2023,R32,17,0.94,6.8%,3.9%,60.7%,71.0%,49.8%,62.7%,35.1%,49.5%,46.7%
Newport,8,Grass,15,7,8,46.7%,5,4,1,80.0%,2010,2021,QF,15,1.00,6.6%,5.2%,54.1%,68.8%,51.9%,61.0%,38.8%,54.7%,44.6%
Atlanta,7,Hard,15,8,7,53.3%,6,4,2,66.7%,2011,2022,SF,12,0.91,6.6%,4.6%,59.3%,66.9%,53.2%,61.3%,35.2%,66.0%,41.7%
