Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Mitchell Krueger [USA],7,3,70.0%,4,2,2,50.0%,2014,2024,10,1.22,11.0%,3.4%,57.4%,76.3%,52.4%,66.1%,41.4%,66.7%,42.7%
9,Jack Sock [USA],4,5,44.4%,4,2,2,50.0%,2010,2022,7,1.08,10.1%,4.3%,59.8%,70.0%,57.3%,64.9%,37.8%,64.2%,37.5%
9,Steve Johnson [USA],2,7,22.2%,4,2,2,50.0%,2011,2022,8,0.86,8.3%,3.7%,57.5%,68.8%,51.6%,61.5%,33.2%,53.7%,37.1%
9,Donald Young [USA],2,7,22.2%,2,1,1,50.0%,2011,2021,9,0.86,5.0%,3.3%,57.5%,66.1%,46.3%,57.7%,36.4%,57.1%,40.0%
9,John Patrick Smith [AUS],8,1,88.9%,3,2,1,66.7%,2012,2021,9,1.17,3.1%,4.1%,58.2%,69.5%,56.2%,64.0%,42.0%,67.6%,37.8%
8,Tim Smyczek [USA],2,6,25.0%,2,0,2,0.0%,2011,2017,8,0.93,3.9%,5.2%,53.9%,64.7%,43.7%,55.0%,41.9%,53.3%,39.4%
7,Jordan Thompson [AUS],2,5,28.6%,2,1,1,50.0%,2014,2024,7,0.84,4.3%,2.9%,58.1%,65.4%,50.8%,59.3%,34.2%,61.5%,33.3%
7,Mackenzie Mcdonald [USA],2,5,28.6%,4,1,3,25.0%,2015,2022,7,0.92,6.6%,5.2%,58.5%,66.9%,43.6%,57.2%,39.2%,54.8%,44.7%
7,Matteo Berrettini [ITA],3,4,42.9%,1,0,1,0.0%,2018,2022,7,0.90,5.5%,3.4%,62.3%,69.5%,54.3%,63.7%,32.6%,61.4%,33.3%
7,Lukas Lacko [SVK],5,2,71.4%,2,1,1,50.0%,2014,2018,6,1.30,13.1%,5.3%,56.1%,82.0%,53.9%,69.7%,39.4%,67.7%,54.1%
6,Stefan Kozlov [USA],2,4,33.3%,1,1,0,100.0%,2016,2024,6,0.90,5.8%,5.3%,60.4%,64.8%,48.5%,58.3%,37.4%,61.5%,26.5%
6,Ernesto Escobedo [MEX],1,5,16.7%,5,1,4,20.0%,2016,2023,6,0.90,11.0%,4.1%,55.9%,71.2%,57.1%,65.0%,31.4%,38.1%,30.4%
6,Tommy Paul [USA],4,2,66.7%,1,1,0,100.0%,2015,2023,5,1.07,6.8%,5.7%,59.8%,68.4%,52.8%,62.1%,40.6%,35.3%,50.0%
6,Michael Mmoh [USA],4,2,66.7%,1,1,0,100.0%,2017,2022,6,1.00,4.7%,3.8%,55.8%,66.7%,52.3%,60.3%,39.7%,56.1%,46.3%
6,Matthew Ebden [AUS],1,5,16.7%,3,1,2,33.3%,2013,2019,6,0.84,5.0%,5.0%,60.3%,66.1%,46.7%,58.4%,35.1%,58.7%,41.9%
