Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 Orlando CH F,L vs Brooksby,25.0%,28.6%,38.5%,28.9%,37.1%,42.9%,40.9%,43.4%,40.0%,30.0%,75.0%,5.6%,5.6%,35.3%,-66
2021 Miami R64,L vs Hurkacz,30.6%,37.5%,50.0%,34.2%,33.3%,43.6%,53.8%,40.0%,47.6%,33.3%,-,29.0%,32.3%,45.5%,13
2019 US Open R128,W vs Tipsarevic,29.1%,45.6%,61.4%,37.6%,38.1%,61.9%,69.2%,51.9%,59.3%,47.2%,25.0%,16.2%,21.6%,51.6%,34
2019 Winston Salem R64,L vs Haase,38.0%,45.1%,45.2%,41.1%,59.0%,64.1%,43.8%,64.6%,45.0%,47.4%,0.0%,13.3%,23.3%,46.2%,16
2019 Wimbledon R64,L vs Djokovic,17.1%,21.1%,38.6%,20.0%,24.5%,28.6%,43.2%,29.0%,34.8%,38.5%,33.3%,4.8%,9.5%,30.0%,-74
2019 Stuttgart QF,L vs Berrettini,25.4%,27.0%,43.5%,27.1%,32.4%,35.1%,48.0%,35.4%,29.4%,25.0%,50.0%,16.0%,16.0%,38.1%,-21
2019 Dubai R16,L vs Berankis,27.9%,34.4%,31.0%,31.1%,38.5%,48.7%,41.7%,43.6%,21.1%,50.0%,33.3%,10.0%,10.0%,16.7%,-18
2018 Tokyo R32,L vs Gasquet,27.3%,34.8%,53.3%,30.5%,35.9%,43.6%,48.0%,41.3%,29.4%,13.6%,0.0%,16.7%,25.0%,60.0%,45
2018 US Open R64,L vs Del Potro,30.2%,41.9%,46.3%,35.3%,43.2%,52.3%,52.0%,53.2%,33.3%,56.5%,50.0%,19.4%,36.1%,41.4%,65
2018 Halle SF,L vs Federer,29.7%,40.5%,57.1%,34.9%,37.8%,46.7%,67.9%,46.2%,23.1%,36.8%,100.0%,19.2%,34.6%,42.9%,72
2018 Halle R16,W vs Tsitsipas,45.5%,51.5%,51.5%,48.6%,67.6%,76.5%,36.4%,73.8%,26.7%,36.8%,33.3%,24.1%,27.6%,59.1%,63
2016 Charlottesville CH R32,W vs Paul,42.2%,46.7%,60.9%,43.3%,60.0%,64.0%,70.0%,62.0%,53.8%,58.3%,-,23.5%,29.4%,53.8%,102
2016 Houston R32,W vs Zverev,21.6%,31.4%,50.0%,28.8%,34.5%,52.7%,52.8%,48.0%,59.1%,72.7%,33.3%,6.7%,6.7%,47.6%,-48
2016 Delray Beach R32,L vs Del Potro,29.3%,36.6%,53.8%,33.2%,32.0%,40.0%,52.9%,38.4%,40.0%,70.0%,50.0%,30.8%,38.5%,55.6%,157
2015 Sacramento CH QF,W vs Brands,27.1%,41.7%,62.5%,33.3%,34.5%,55.2%,73.7%,44.8%,47.1%,33.3%,0.0%,18.8%,25.0%,46.2%,56
2015 Surbiton CH SF,W vs Klein,45.6%,54.4%,55.2%,50.4%,59.0%,66.7%,56.3%,65.9%,60.0%,54.2%,50.0%,18.8%,31.3%,53.8%,65
2015 Indian Wells R128,L vs Kyrgios,21.1%,28.1%,59.1%,30.2%,24.3%,29.7%,57.1%,38.4%,28.6%,30.4%,0.0%,15.8%,26.3%,62.5%,-3
2014 Winnetka CH F,W vs Dustov,26.9%,36.5%,59.5%,36.7%,37.9%,48.3%,66.7%,55.5%,13.3%,42.9%,33.3%,13.6%,22.7%,52.6%,-13
Career (18 matches),,29.5%,37.9%,50.5%,34.4%,39.9%,50.0%,54.3%,48.3%,38.9%,43.5%,36.7%,16.4%,22.9%,46.2%,45
