Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Khachanov,103.3,109.8,7.7,113.4,106.2,127,97,93.7,5.3,96.3,92.4,117,84
2021 US Open R64,L vs Otte,103.9,112.2,8.4,117.1,105.3,130,93,91.9,4.5,93.2,88.5,103,84
2021 US Open R128,W vs Djere,104.7,113.8,10.6,117.1,108.5,129,76,93.2,6.4,93.3,95.0,106,73
2021 Wimbledon R32,L vs Djokovic,106.2,118.5,8.2,123.3,113.3,131,103,94.5,5.4,100.5,94.0,112,79
2019 US Open R32,L vs Djokovic,102.9,112.1,7.4,116.5,107.2,126,96,92.0,4.6,,87.0,105,83
2019 Wimbledon R64,L vs Djokovic,110.5,117.1,7.6,120.8,114.2,131,98,94.6,4.3,100.5,103.0,103,84
2018 US Open R64,L vs Del Potro,106.5,115.8,7.1,120.2,112.7,131,100,94.9,4.2,98.3,93.8,103,86
2018 Wimbledon R128,L vs Pouille,108.3,116.3,5.6,116.8,114.3,126,106,96.6,4.9,96.6,99.3,106,86
2016 Australian Open R64,L vs Seppi,102.8,116.4,6.5,,,128,103,90.4,7.1,,,103,74
2015 Wimbledon R16,L vs Cilic,106.1,116.2,9.2,,,128,79,89.4,6.6,,,107,75
2015 Wimbledon R32,W vs Giraldo,107.9,119.0,8.4,,,130,96,93.6,6.7,,,107,77
2015 Australian Open R128,L vs Lopez,102.2,109.6,9.0,,,128,88,90.3,7.5,,,113,68
2014 Wimbledon R64,L vs Nishikori,107.1,115.1,8.5,,,129,96,94.4,4.7,,,103,84
2013 US Open R64,L vs Berdych,95.5,,,,,124,,,,,,,74
Career (14 matches),,104.5,114.5,8.2,118.0,110.1,131,76,92.8,5.8,96.4,93.5,117,68
