Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,267,202,226,1525,192,1511,224,1463,141,1518,288,226,,
2023,163,386,163,1593,149,1552,194,1498,87,1588,,,,
2022,106,548,135,1642,129,1597,172,1536,67,1627,,,,
2021,105,733,104,1683,113,1627,159,1553,49,1671,,,,
2020,114,600,106,1661,90,1628,129,1560,,,,,,
2019,113,491,158,1603,153,1555,147,1546,103,1590,275,203,128,1499
2018,63,810,71,1739,73,1685,90,1644,47,1680,183,353,,
2017,174,301,181,1563,166,1531,139,1552,108,1552,173,394,,
2016,131,457,158,1603,152,1555,135,1572,82,1601,225,325,,
2015,69,719,82,1725,80,1671,120,1589,37,1721,803,53,,
2014,121,458,121,1651,102,1621,162,1532,68,1627,308,208,,
2013,114,491,152,1606,156,1545,128,1591,96,1583,272,230,,
2012,137,402,140,1617,129,1589,226,1456,124,1530,343,185,,
2011,276,171,253,1473,252,1419,300,1347,153,1485,472,112,,
2010,496,63,,,,,,,,,543,82,,
2009,1051,6,,,,,,,,,1022,18,,
2008,1208,4,,,,,,,,,,,,
