Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,1,3,25.0%,4-6,40.0%,41-52,44.1%,1-1,50.0%,4,66.7%,21.7%,6.6%,3.4%,54.1%,69.4%,42.1%,56.9%,37.8%,46.9%,0.88,R16 (Dallas)
2023,9,4,5,44.4%,10-14,41.7%,108-132,45.0%,3-1,75.0%,8,75.5%,12.7%,5.5%,3.4%,60.8%,69.4%,52.5%,62.8%,32.2%,47.1%,0.87,R16 (2x)
2022,22,6,16,27.3%,21-40,34.4%,282-335,45.7%,3-12,20.0%,22,75.4%,17.5%,5.5%,2.9%,61.8%,68.5%,51.0%,61.8%,33.2%,47.7%,0.87,R16 (3x)
2021,20,9,11,45.0%,24-32,42.9%,273-297,47.9%,6-6,50.0%,20,79.9%,16.3%,7.3%,4.6%,55.1%,72.5%,52.1%,63.3%,33.9%,48.7%,0.92,QF (Washington)
2020,1,0,1,0.0%,2-3,40.0%,26-29,47.3%,1-0,100.0%,1,82.1%,11.1%,11.3%,4.2%,61.9%,74.0%,51.6%,65.5%,30.7%,49.1%,0.89,R128 (US Open)
2019,31,10,21,32.3%,30-53,36.1%,361-442,45.0%,5-5,50.0%,31,70.8%,19.0%,7.4%,4.5%,57.1%,68.6%,48.6%,60.0%,35.6%,47.8%,0.89,QF (Stuttgart)
2018,27,12,15,44.4%,31-38,44.9%,338-362,48.3%,6-9,40.0%,27,81.3%,15.5%,10.0%,4.8%,56.7%,74.6%,50.8%,64.3%,33.9%,49.3%,0.95,SF (Halle)
2017,2,1,1,50.0%,2-3,40.0%,25-23,52.1%,0-0,-,2,75.0%,29.2%,5.0%,5.0%,63.3%,70.5%,52.9%,64.0%,42.5%,52.7%,1.18,R16 (Newport)
2016,28,8,20,28.6%,23-49,31.9%,305-372,45.1%,5-5,50.0%,28,71.9%,18.5%,7.7%,4.2%,58.8%,70.1%,47.4%,60.7%,35.2%,47.9%,0.90,R16 (4x)
2015,22,8,14,36.4%,25-37,40.3%,291-320,47.6%,3-4,42.9%,21,75.8%,19.8%,7.1%,4.4%,60.3%,68.1%,52.9%,62.0%,35.1%,48.8%,0.92,SF (Atlanta)
2014,8,3,5,37.5%,8-14,36.4%,96-109,46.8%,1-1,50.0%,8,73.0%,21.4%,3.9%,2.9%,60.4%,63.8%,51.3%,58.8%,38.5%,48.7%,0.93,R16 (Memphis)
2013,15,5,10,33.3%,14-26,35.0%,182-200,47.6%,0-5,0.0%,15,77.7%,19.5%,4.5%,3.6%,60.7%,69.1%,51.7%,62.3%,34.2%,48.5%,0.91,QF (Queen's Club)
2012,9,2,7,22.2%,9-18,33.3%,120-147,44.9%,2-4,33.3%,9,70.7%,18.8%,4.9%,4.0%,55.3%,67.4%,50.9%,60.0%,34.3%,47.6%,0.86,R16 (San Jose)
2011,4,2,2,50.0%,5-5,50.0%,50-52,49.0%,2-0,100.0%,4,70.6%,24.5%,5.7%,5.1%,49.9%,64.0%,54.5%,59.3%,36.7%,49.0%,0.90,QF (Newport)
2010,2,1,1,50.0%,2-3,40.0%,27-28,49.1%,0-1,0.0%,2,66.7%,33.3%,6.0%,3.8%,51.6%,63.8%,52.3%,58.2%,40.1%,49.4%,0.96,R16 (Newport)
Career,204,72,132,35.3%,210-341,38.1%,2525-2900,46.5%,38-54,41.3%,202,75.1%,18.3%,6.9%,4.1%,58.2%,69.6%,50.5%,61.7%,34.8%,48.3%,0.91,
