Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Orlando CH F,L vs Brooksby,3.8%,100.0%,13.5%,57.1%,5.8%,7.1%,0.0%,5.9%,16.7%,2.2%,20.0%,-71,-41
2021 Miami R64,L vs Hurkacz,0.0%,-,10.1%,64.3%,10.5%,20.8%,0.0%,15.9%,29.4%,0.0%,-,2,2
2019 US Open R128,W vs Tipsarevic,1.1%,0.0%,5.6%,53.8%,15.9%,23.5%,33.3%,10.2%,20.0%,0.2%,100.0%,-46,-35
2019 Winston Salem R64,L vs Haase,6.9%,75.0%,12.6%,66.7%,8.8%,16.7%,0.0%,9.4%,18.2%,2.2%,20.0%,9,24
2019 Wimbledon R64,L vs Djokovic,0.0%,-,11.4%,76.5%,8.7%,8.6%,0.0%,5.3%,18.2%,3.0%,12.5%,-77,-59
2019 Stuttgart QF,L vs Berrettini,0.0%,-,8.2%,55.6%,1.4%,3.8%,0.0%,2.9%,0.0%,2.5%,25.0%,-36,-17
2019 Dubai R16,L vs Berankis,0.0%,-,7.1%,62.5%,5.9%,8.7%,0.0%,4.9%,0.0%,0.0%,-,-81,-40
2018 Tokyo R32,L vs Gasquet,1.8%,100.0%,8.6%,83.3%,12.5%,26.5%,0.0%,5.4%,9.1%,1.1%,0.0%,-60,-40
2018 US Open R64,L vs Del Potro,1.3%,100.0%,8.1%,76.9%,9.5%,12.1%,0.0%,6.7%,23.8%,3.3%,37.5%,-2,14
2018 Halle SF,L vs Federer,1.5%,0.0%,9.4%,64.3%,15.1%,23.5%,0.0%,15.7%,50.0%,0.6%,0.0%,-4,1
2018 Halle R16,W vs Tsitsipas,0.0%,-,9.4%,50.0%,6.7%,6.3%,0.0%,14.3%,50.0%,1.2%,50.0%,-46,22
2016 Charlottesville CH R32,W vs Paul,0.0%,-,6.5%,50.0%,13.2%,22.2%,0.0%,20.0%,40.0%,0.0%,-,-9,67
2016 Houston R32,W vs Zverev,8.0%,100.0%,17.5%,74.3%,6.3%,6.3%,19.0%,1.6%,3.8%,0.7%,25.0%,-46,-36
2016 Delray Beach R32,L vs Del Potro,0.0%,-,3.4%,33.3%,0.0%,0.0%,0.0%,11.7%,43.8%,0.0%,-,-15,8
2015 Sacramento CH QF,W vs Brands,0.0%,-,9.6%,63.6%,17.9%,13.3%,25.0%,15.4%,57.1%,0.0%,-,5,8
2015 Surbiton CH SF,W vs Klein,0.0%,-,7.0%,50.0%,10.6%,15.4%,0.0%,17.9%,50.0%,1.2%,50.0%,-52,-7
2015 Indian Wells R128,L vs Kyrgios,0.0%,-,6.8%,75.0%,18.1%,18.2%,0.0%,7.4%,25.0%,0.6%,0.0%,32,-12
2014 Winnetka CH F,W vs Dustov,0.0%,-,11.8%,84.6%,11.3%,13.9%,0.0%,13.2%,17.6%,1.0%,100.0%,28,-14
Career (18 matches),,1.6%,82.4%,9.5%,66.7%,9.6%,13.7%,10.7%,8.8%,23.9%,1.1%,28.3%,-31,-14
