Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Grass,1,0,1,0.0%,0,0,0,-,1981,1981,R64,0,,,,,,,,,,
Roland Garros,17,Clay,53,37,16,69.8%,7,5,2,71.4%,1962,1984,W,0,,,,,,,,,,
Wimbledon,15,Grass,50,35,15,70.0%,4,1,3,25.0%,1966,1982,F,0,,,,,,,,,,
US Open,15,Hard,44,30,14,68.2%,19,10,9,52.6%,1969,1985,W,0,,,,,,,,,,
Davis Cup,17,,95,73,22,76.8%,0,0,0,-,1966,1984,,0,,,,,,,,,,
Rome,13,Clay,45,34,11,75.6%,2,1,1,50.0%,1967,1984,W,0,,,,,,,,,,
Monte Carlo,12,Clay,32,23,9,71.9%,2,0,2,0.0%,1967,1985,W,0,,,,,,,,,,
Salisbury,8,Carpet,31,25,6,80.6%,4,4,0,100.0%,1969,1976,W,0,,,,,,,,,,
Stockholm,7,Hard,17,10,7,58.8%,4,3,1,75.0%,1970,1984,SF,0,,,,,,,,,,
Wembley,7,Carpet,16,10,6,62.5%,6,4,2,66.7%,1969,1981,W,0,,,,,,,,,,
Hampton,6,Carpet,27,22,5,81.5%,3,3,0,100.0%,1970,1976,W,0,,,,,,,,,,
