Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,315,222,93,70.5%,473-238,66.5%,3686-2875,56.2%,46-31,59.7%,0,,,,,,,,,,,
Clay,652,496,156,76.1%,1180-513,69.7%,8965-6400,58.3%,46-32,59.0%,0,,,,,,,,,,,
Grass,124,84,40,67.7%,235-137,63.2%,1956-1639,54.4%,6-11,35.3%,0,,,,,,,,,,,
Carpet,325,215,110,66.2%,416-257,61.8%,3373-2865,54.1%,54-28,65.9%,0,,,,,,,,,,,
Grand Slams,148,102,46,68.9%,307-181,62.9%,2509-2016,55.4%,16-14,53.3%,0,,,,,,,,,,,
Masters,102,83,19,81.4%,178-70,71.8%,1302-918,58.6%,10-4,71.4%,0,,,,,,,,,,,
Other Tours,1187,854,333,71.9%,1825-861,67.9%,14083-10622,57.0%,136-92,59.6%,0,,,,,,,,,,,
Best of 5,454,339,115,74.7%,1045-509,67.2%,8191-6147,57.1%,37-27,57.8%,0,,,,,,,,,,,
Best of 3,1078,773,305,71.7%,1493-699,68.1%,11466-8662,57.0%,125-83,60.1%,0,,,,,,,,,,,
Finals,149,96,53,64.4%,257-174,59.6%,2165-1862,53.8%,19-16,54.3%,0,,,,,,,,,,,
Semi-finals,195,135,60,69.2%,313-171,64.7%,2489-1960,55.9%,29-10,74.4%,0,,,,,,,,,,,
Quarter-finals,241,169,72,70.1%,372-192,66.0%,2956-2339,55.8%,22-20,52.4%,0,,,,,,,,,,,
vs Righties,1232,893,339,72.5%,2030-969,67.7%,15795-11924,57.0%,134-96,58.3%,0,,,,,,,,,,,
vs Lefties,230,159,71,69.1%,364-205,64.0%,2854-2309,55.3%,28-14,66.7%,0,,,,,,,,,,,
vs Top 10,124,49,75,39.5%,124-175,41.5%,1266-1423,47.1%,19-12,61.3%,0,,,,,,,,,,,
