Date,Tournament,Surface,Rd,,Score
02-Sep-1970,US Open,Grass,R64,Patricio Cornejo / Jaime Fillol [CHI] d. Nastase / Ion Tiriac [ROU],W/O
22-Jun-1970,Wimbledon,Grass,SF,(6) Ken Rosewall / Fred Stolle [AUS] d. Nastase / Ion Tiriac [ROU],6-4 3-6 10-8 0-6 6-3
22-Jun-1970,Wimbledon,Grass,QF,Nastase / Ion Tiriac [ROU] d. Tom Okker [NED] / Marty Riessen [USA],6-4 6-4 10-8
22-Jun-1970,Wimbledon,Grass,R16,Nastase / Ion Tiriac [ROU] d. Cliff Drysdale [RSA] / Roger Taylor [GBR],6-4 6-3 6-3
22-Jun-1970,Wimbledon,Grass,R32,Nastase / Ion Tiriac [ROU] d. Butch Seewagen / Chum Steele [USA],6-3 6-4 3-6 9-7
22-Jun-1970,Wimbledon,Grass,R64,Nastase / Ion Tiriac [ROU] d. Keith Diepraam / Rauty Krog [RSA],6-4 6-2 6-3
26-May-1970,Roland Garros,Clay,F,(1) Nastase / Ion Tiriac [ROU] d. Arthur Ashe / Charlie Pasarell [USA],6-2 6-4 6-3
26-May-1970,Roland Garros,Clay,SF,(1) Nastase / Ion Tiriac [ROU] d. Dick Crealy / Allan Stone [AUS],6-4 5-7 9-7 6-3
26-May-1970,Roland Garros,Clay,QF,(1) Nastase / Ion Tiriac [ROU] d. Jean Claude Barclay / Daniel Contet [FRA],6-1 6-8 6-1 6-4
26-May-1970,Roland Garros,Clay,R16,(1) Nastase / Ion Tiriac [ROU] d. Martin Mulligan [AUS] / Nicola Pietrangeli [ITA],6-2 6-4 8-6
26-May-1970,Roland Garros,Clay,R32,(1) Nastase / Ion Tiriac [ROU] d. Jaime Pinto Bravo / Patricio Rodriguez Chi [CHI],6-3 6-1 0-6 7-5
26-May-1970,Roland Garros,Clay,R64,(1) Nastase / Ion Tiriac [ROU] d. Ross Case / Alvin Gardiner [AUS],W/O
27-Aug-1969,US Open,Grass,R64,Jan Kodes / Jan Kukal [CZE] d. Nastase / Ion Tiriac [ROU],8-10 6-4 6-2 6-2
23-Jun-1969,Wimbledon,Grass,R64,Graham Stilwell / Keith Wooldridge [GBR] d. Nastase / Ion Tiriac [ROU],W/O
28-May-1969,Roland Garros,Clay,SF,(3) Roy Emerson / Rod Laver [AUS] d. Nastase / Ion Tiriac [ROU],6-2 6-1 6-2
28-May-1969,Roland Garros,Clay,QF,(7) Nastase / Ion Tiriac [ROU] d. Ken Rosewall / Fred Stolle [AUS],6-4 6-1 7-5
28-May-1969,Roland Garros,Clay,R16,(7) Nastase / Ion Tiriac [ROU] d. Hans Jaochim Plotz / Han Jurgen Pohmann [GER],6-3 9-7 10-8
28-May-1969,Roland Garros,Clay,R32,(7) Nastase / Ion Tiriac [ROU] d. Jean Pierre Courcol / Bernard Paul [FRA],6-2 6-4 6-2
28-May-1969,Roland Garros,Clay,R64,(7) Nastase / Ion Tiriac [ROU] d. Pierre Joly / Francois Pierson [FRA],6-3 6-2 6-1
27-May-1968,Roland Garros,Clay,SF,(1) Roy Emerson / Rod Laver [AUS] d. Nastase / Ion Tiriac [ROU],2-6 15-13 6-4 6-3
