Date,Tournament,Surface,Rd,,Score
02-Nov-1970,Torquay,Carpet,F,Paul Hutchins [GBR] / Francoise Durr [FRA] d. Nastase / Sharon Walsh Pete [USA],6-1 6-4
22-Jun-1970,Wimbledon,Grass,F,Nastase / Rosie Casals [USA] d. Alex Metreveli [RUS] / Olga Morozova [URS],6-3 4-6 9-7
23-Mar-1970,Reggio Calabria,Clay,F,Frantisek Pala [CZE] / Marie Pinterova [HUN] d. Nastase / Mabel Vrancovich [ARG],6-8 9-7 7-5
13-Jan-1969,Amritsar,,F,Sever Dron / Judith Dibar [ROU] d. Nastase / Alice Tym [USA],8-6 6-1
06-Jan-1969,New Delhi,,F,Nastase / Nirupama Vasant [IND] d. Sever Dron / Judith Dibar [ROU],6-4 4-6 9-7
26-Aug-1968,Bucharest,,F,Nastase / Eleanora Dumitrescu [ROU] d. Codin Dumitrescu / Julieta Boboc [ROU],8-6 6-4
29-Apr-1968,Reggio Calabria,Clay,F,Nastase / Mabel Vrancovich [ARG] d. Phil Dent / Kerry Harris [AUS],7-5 6-1
08-Apr-1968,Catania,Clay,F,Ion Tiriac [ROU] / Helen Gourlay [AUS] d. Nastase / Judith Dibar [ROU],4-6 8-6 8-6
22-Jan-1968,New Delhi,Clay,F,Teimuraz Kakulia / Aleksandra Ivanova [URS] d. Nastase / Nirupama Vasant [IND],6-3 2-6 6-4
