Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,5,0,5,0.0%,2,1,1,50.0%,2011,2018,R128,4,0.75,6.7%,2.0%,61.8%,63.5%,43.9%,56.0%,33.1%,64.0%,35.0%
Roland Garros,9,Clay,12,3,9,25.0%,3,2,1,66.7%,2009,2017,R128,9,0.97,5.3%,1.6%,68.8%,67.4%,47.9%,61.3%,37.4%,44.4%,31.5%
Wimbledon,4,Grass,4,0,4,0.0%,1,0,1,0.0%,2009,2015,R128,2,0.77,9.8%,6.4%,56.1%,68.0%,46.1%,58.4%,32.0%,57.9%,27.3%
US Open,8,Hard,13,5,8,38.5%,4,2,2,50.0%,2009,2016,R128,10,0.87,9.3%,3.8%,58.8%,71.2%,44.7%,60.3%,34.5%,40.7%,40.4%
Davis Cup,2,,5,2,3,40.0%,3,0,3,0.0%,2012,2015,,0,,,,,,,,,,
Sao Paulo,8,Clay,17,9,8,52.9%,8,6,2,75.0%,2012,2019,SF,17,1.10,10.3%,2.6%,65.6%,77.5%,53.0%,69.1%,34.2%,62.5%,26.7%
Miami Masters,7,Hard,9,2,7,22.2%,3,2,1,66.7%,2010,2018,Q2,9,0.83,5.4%,3.9%,61.9%,64.7%,46.5%,57.7%,35.2%,50.8%,35.3%
Buenos Aires,6,Clay,9,3,6,33.3%,2,2,0,100.0%,2009,2018,R32,8,0.86,4.6%,3.3%,65.0%,67.1%,45.0%,59.4%,34.8%,58.3%,31.8%
Gstaad,5,Clay,11,6,5,54.5%,7,3,4,42.9%,2011,2017,R32,11,1.13,11.5%,2.6%,65.0%,74.3%,52.2%,66.6%,37.6%,65.5%,36.9%
Rio de Janeiro,5,Clay,7,2,5,28.6%,2,0,2,0.0%,2014,2018,QF,7,0.89,5.5%,3.6%,55.0%,68.0%,48.9%,59.4%,36.0%,55.8%,57.6%
Kitzbuhel,4,Clay,13,9,4,69.2%,7,5,2,71.4%,2011,2015,SF,11,1.12,8.4%,3.5%,63.1%,73.5%,51.5%,65.4%,38.9%,50.0%,38.9%
