Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,1,7,12.5%,3-19,13.6%,78-131,37.3%,1-1,50.0%,8,66.3%,9.4%,8.1%,2.6%,63.5%,65.7%,43.7%,57.7%,30.8%,44.3%,0.73
Clay,68,26,42,38.2%,66-96,40.7%,758-860,46.8%,13-14,48.1%,63,75.7%,17.8%,7.5%,3.4%,62.7%,70.5%,49.5%,62.7%,35.5%,48.9%,0.95
Grass,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,53.8%,14.3%,7.2%,5.2%,54.6%,62.3%,40.9%,52.6%,34.6%,44.4%,0.73
Grand Slams,7,0,7,0.0%,1-19,5.0%,68-123,35.6%,1-2,33.3%,7,62.0%,10.2%,5.7%,3.1%,64.3%,61.9%,40.5%,54.2%,33.2%,43.9%,0.73
Masters,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,77.8%,0.0%,1.4%,1.4%,62.0%,70.5%,33.3%,56.3%,31.0%,43.7%,0.71
Other Tours,64,25,39,39.1%,61-85,41.8%,667-762,46.7%,13-9,59.1%,64,75.7%,17.8%,7.9%,3.4%,62.4%,71.0%,49.9%,63.1%,35.2%,48.9%,0.95
Best of 5,11,1,10,9.1%,6-30,16.7%,155-221,41.2%,1-5,16.7%,7,62.0%,10.2%,5.7%,3.1%,64.3%,61.9%,40.5%,54.2%,33.2%,43.9%,0.73
Best of 3,66,26,40,39.4%,63-88,41.7%,690-788,46.7%,13-10,56.5%,65,75.8%,17.6%,7.8%,3.4%,62.4%,70.9%,49.7%,62.9%,35.1%,48.8%,0.95
Semi-finals,3,0,3,0.0%,2-6,25.0%,32-48,40.0%,2-0,100.0%,3,66.7%,10.3%,5.2%,2.0%,63.5%,67.1%,48.4%,60.2%,29.9%,45.3%,0.75
Quarter-finals,7,3,4,42.9%,8-9,47.1%,76-82,48.1%,0-2,0.0%,7,71.8%,25.6%,6.4%,3.7%,66.4%,67.2%,48.8%,61.0%,38.1%,49.6%,0.98
vs Righties,65,22,43,33.8%,55-103,34.8%,708-868,44.9%,12-13,48.0%,60,73.1%,16.2%,7.1%,3.1%,63.4%,69.4%,47.7%,61.5%,34.6%,47.9%,0.90
vs Lefties,12,5,7,41.7%,14-15,48.3%,137-141,49.3%,2-2,50.0%,12,79.4%,19.3%,9.7%,4.4%,58.7%,71.6%,52.1%,63.6%,36.4%,49.6%,1.00
vs Top 10,2,0,2,0.0%,0-5,0.0%,10-30,25.0%,0-0,-,2,52.6%,0.0%,12.1%,4.0%,53.5%,67.9%,39.1%,54.5%,21.6%,37.1%,0.48
