Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 San Luis Potosi CH R32,W vs Safwat,63% (10/16),40% (2/5),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 San Luis Potosi CH R64,W vs Lopez Villasenor,83% (15/18),33% (4/12),2/3,1/2,50% (2/4),0/1,0/0,33% (2/6),40% (2/5)
2019 Santiago CH R32,L vs Arguello,61% (11/18),17% (2/12),1/3,0/0,57% (4/7),3/5,1/2,- (0/0),- (0/0)
2019 Santiago CH R64,W vs Granollers,89% (8/9),50% (4/8),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Sao Paulo Q1,L vs Giannessi,69% (9/13),- (0/0),0/0,0/0,50% (2/4),1/3,1/2,67% (4/6),17% (1/6)
2019 Cuernavaca CH R32,L vs Quiroz,67% (4/6),0% (0/2),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 Cuernavaca CH R64,W vs Patino,71% (10/14),50% (2/4),2/5,1/4,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 Dallas CH R64,L vs Broady,67% (12/18),33% (2/6),1/3,0/2,70% (7/10),1/3,0/1,75% (6/8),13% (1/8)
2019 M25 Weston FL SF,L vs Popko,55% (6/11),50% (2/4),0/0,0/0,50% (4/8),5/7,0/1,25% (1/4),0% (0/4)
2019 M25 Weston FL R32,W vs Olivares,80% (8/10),80% (4/5),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Punta Del Este CH R32,L vs Monteiro,67% (8/12),0% (0/1),0/1,0/0,60% (3/5),2/4,1/2,71% (5/7),14% (1/7)
2019 Punta Del Este CH R64,W vs Brown,75% (9/12),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Columbus CH R64,L vs Oliveira,83% (5/6),0% (0/1),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 Orlando CH R32,L vs Novikov,57% (4/7),100% (1/1),0/0,0/0,50% (4/8),4/6,1/2,- (0/0),- (0/0)
2018 Campinas CH R32,L vs Ornago,56% (10/18),22% (2/9),0/1,0/0,71% (5/7),3/5,0/1,46% (6/13),38% (5/13)
2018 Tampere CH R32,L vs Coppejans,78% (7/9),0% (0/3),0/0,0/0,33% (1/3),1/3,1/2,- (0/0),- (0/0)
2018 Guadalajara CH R32,L vs Escobar,59% (10/17),44% (4/9),1/2,0/0,0% (0/4),1/3,1/2,- (0/0),- (0/0)
2018 Mexico City CH R32,W vs Clezar,50% (11/22),20% (2/10),2/4,1/2,83% (5/6),0/0,0/0,100% (4/4),60% (3/5)
2018 San Luis Potosi CH R32,L vs Galan,76% (13/17),24% (4/17),1/3,0/1,29% (2/7),1/3,1/2,89% (8/9),27% (3/11)
2018 Santiago CH R32,L vs Gomez Herrera,67% (4/6),- (0/0),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 (14 matches),,70.0%,38.8%,53.8%,42.9%,56.7%,48.5%,33.3%,58.1%,16.7%
2018 (10 matches),,61.9%,27.3%,53.8%,50.0%,50.0%,36.0%,33.3%,69.2%,37.9%
2017 (49 matches),,66.3%,36.2%,52.4%,55.0%,61.2%,44.0%,40.0%,62.8%,33.1%
2016 (58 matches),,65.5%,41.8%,57.6%,51.4%,67.4%,54.3%,45.0%,62.5%,39.3%
2015 (28 matches),,66.1%,34.3%,61.0%,68.8%,59.7%,46.1%,41.4%,54.7%,32.9%
Career (269 matches),,65.7%,37.6%,55.2%,53.2%,61.2%,46.1%,43.1%,62.6%,35.1%
